DOPs,Año,País,Ventas
Méntrida,2017,Resto Asia,0
Mondéjar,2017,Resto Asia,0
Monterrei,2017,Resto Asia,0
Montilla-Moriles,2017,Resto Asia,0
Montsant,2017,Resto Asia,357
Navarra,2017,Resto Asia,1130
Pago de Arínzano,2017,Resto Asia,0
Pago de Otazu,2017,Resto Asia,3
Pago Florentino,2017,Resto Asia,44
Penedés,2017,Resto Asia,1121
Pla de Bages,2017,Resto Asia,7
Pla i Llevant,2017,Resto Asia,0
Prado de Irache,2017,Resto Asia,0
Priorat,2017,Resto Asia,381
Rías Baixas,2017,Resto Asia,288
Ribeira Sacra,2017,Resto Asia,10
Ribeiro,2017,Resto Asia,0
Ribera del Duero,2017,Resto Asia,782
Ribera del Guadiana,2017,Resto Asia,0
Ribera del Júcar,2017,Resto Asia,11
Rioja,2017,Resto Asia,11396
Rueda,2017,Resto Asia,154
Sierra de Salamanca,2017,Resto Asia,0
Sierras de Málaga,2017,Resto Asia,13
Somontano,2017,Resto Asia,145
Tacoronte-Acentejo,2017,Resto Asia,0
Tarragona,2017,Resto Asia,63
Terra Alta,2017,Resto Asia,110
Tierra de León,2017,Resto Asia,0
Tierra del Vino de Zamora,2017,Resto Asia,0
Toro,2017,Resto Asia,0
Uclés,2017,Resto Asia,64
Utiel-Requena,2017,Resto Asia,995
Valdeorras,2017,Resto Asia,25
Valdepeñas,2017,Resto Asia,542
Valencia,2017,Resto Asia,2443
Valle de Güímar,2017,Resto Asia,0
Valle de la Orotava,2017,Resto Asia,0
Valles de Benavente,2017,Resto Asia,0
Valtiendas,2017,Resto Asia,0
Vinos de Madrid,2017,Resto Asia,10
Ycoden-Daute-Isora,2017,Resto Asia,3
Yecla,2017,Resto Asia,1083
Abona,2016,Resto Asia,0
Alella,2016,Resto Asia,0
Alicante,2016,Resto Asia,1174
Almansa,2016,Resto Asia,512
Arlanza,2016,Resto Asia,0
Arribes,2016,Resto Asia,0
Aylés,2016,Resto Asia,4
Bierzo,2016,Resto Asia,455
Binissalem,2016,Resto Asia,0
Bullas,2016,Resto Asia,0
Calatayud,2016,Resto Asia,13
Calzadilla,2016,Resto Asia,0
Campo de Borja,2016,Resto Asia,1221
Campo de la Guardia,2016,Resto Asia,0
Cangas,2016,Resto Asia,0
Cariñena,2016,Resto Asia,4885
Casa del Blanco,2016,Resto Asia,0
Cataluña,2016,Resto Asia,5703
Cava,2016,Resto Asia,10326
Chacolí de Álava,2016,Resto Asia,0
Chacolí de Bizkaia,2016,Resto Asia,0
Chacolí de Getaria,2016,Resto Asia,13
Cigales,2016,Resto Asia,109
Conca de Barberá,2016,Resto Asia,18
Condado de Huelva,2016,Resto Asia,0
Costers del Segre,2016,Resto Asia,144
Dehesa del Carrizal,2016,Resto Asia,1
Dominio de Valdepusa,2016,Resto Asia,3
El Hierro,2016,Resto Asia,0
El Terrerazo,2016,Resto Asia,1
Empordà,2016,Resto Asia,159
Finca Élez,2016,Resto Asia,0
Gran Canaria,2016,Resto Asia,0
Granada,2016,Resto Asia,0
Guijoso,2016,Resto Asia,0
Islas Canarias,2016,Resto Asia,0
Jerez-Xérès-Sherry,2016,Resto Asia,599
Jumilla,2016,Resto Asia,920
La Gomera,2016,Resto Asia,0
La Mancha,2016,Resto Asia,3941
La Palma,2016,Resto Asia,0
Lanzarote,2016,Resto Asia,0
Lebrija,2016,Resto Asia,0
Los Balagueses,2016,Resto Asia,0
Málaga,2016,Resto Asia,2
Manchuela,2016,Resto Asia,0
Manzanilla S.B.,2016,Resto Asia,17
Méntrida,2016,Resto Asia,3
Mondéjar,2016,Resto Asia,0
Monterrei,2016,Resto Asia,4
Montilla-Moriles,2016,Resto Asia,36
Montsant,2016,Resto Asia,238
Navarra,2016,Resto Asia,1483
Pago de Arínzano,2016,Resto Asia,0
Pago de Otazu,2016,Resto Asia,3
Pago Florentino,2016,Resto Asia,51
Penedés,2016,Resto Asia,937
Pla de Bages,2016,Resto Asia,48
Pla i Llevant,2016,Resto Asia,0
Prado de Irache,2016,Resto Asia,0
Priorat,2016,Resto Asia,302
Rías Baixas,2016,Resto Asia,228
Ribeira Sacra,2016,Resto Asia,0
Ribeiro,2016,Resto Asia,0
Ribera del Duero,2016,Resto Asia,973
Ribera del Guadiana,2016,Resto Asia,0
Ribera del Júcar,2016,Resto Asia,6
Rioja,2016,Resto Asia,8060
Rueda,2016,Resto Asia,422
Sierra de Salamanca,2016,Resto Asia,0
Sierras de Málaga,2016,Resto Asia,8
Somontano,2016,Resto Asia,159
Tacoronte-Acentejo,2016,Resto Asia,0
Tarragona,2016,Resto Asia,46
Terra Alta,2016,Resto Asia,413
Tierra de León,2016,Resto Asia,0
Tierra del Vino de Zamora,2016,Resto Asia,0
Toro,2016,Resto Asia,0
Uclés,2016,Resto Asia,0
Utiel-Requena,2016,Resto Asia,683
Valdeorras,2016,Resto Asia,0
Valdepeñas,2016,Resto Asia,1101
Valencia,2016,Resto Asia,3107
Valle de Güímar,2016,Resto Asia,0
Valle de la Orotava,2016,Resto Asia,0
Valles de Benavente,2016,Resto Asia,0
Valtiendas,2016,Resto Asia,0
Vinos de Madrid,2016,Resto Asia,0
Ycoden-Daute-Isora,2016,Resto Asia,0
Yecla,2016,Resto Asia,1165
Abona,2015,Resto Asia,0
Alella,2015,Resto Asia,0
Alicante,2015,Resto Asia,622
Almansa,2015,Resto Asia,38
Arlanza,2015,Resto Asia,0
Arribes,2015,Resto Asia,0
Aylés,2015,Resto Asia,11
Bierzo,2015,Resto Asia,178
Binissalem,2015,Resto Asia,0
Bullas,2015,Resto Asia,101
Calatayud,2015,Resto Asia,2
Calzadilla,2015,Resto Asia,0
Campo de Borja,2015,Resto Asia,1658
Campo de la Guardia,2015,Resto Asia,0
Cangas,2015,Resto Asia,0
Cariñena,2015,Resto Asia,3963
Casa del Blanco,2015,Resto Asia,0
Cataluña,2015,Resto Asia,3645
Cava,2015,Resto Asia,11765
Chacolí de Álava,2015,Resto Asia,0
Chacolí de Bizkaia,2015,Resto Asia,14
Chacolí de Getaria,2015,Resto Asia,6
Cigales,2015,Resto Asia,146
Conca de Barberá,2015,Resto Asia,17
Condado de Huelva,2015,Resto Asia,499
Costers del Segre,2015,Resto Asia,384
Dehesa del Carrizal,2015,Resto Asia,0
Dominio de Valdepusa,2015,Resto Asia,6
El Hierro,2015,Resto Asia,0
El Terrerazo,2015,Resto Asia,1
Empordà,2015,Resto Asia,128
Finca Élez,2015,Resto Asia,0
Gran Canaria,2015,Resto Asia,0
Granada,2015,Resto Asia,0
Guijoso,2015,Resto Asia,0
Islas Canarias,2015,Resto Asia,0
Jerez-Xérès-Sherry,2015,Resto Asia,583
Jumilla,2015,Resto Asia,1958
La Gomera,2015,Resto Asia,0
La Mancha,2015,Resto Asia,3639
La Palma,2015,Resto Asia,0
Lanzarote,2015,Resto Asia,0
Lebrija,2015,Resto Asia,0
Los Balagueses,2015,Resto Asia,0
Málaga,2015,Resto Asia,5
Manchuela,2015,Resto Asia,89
Manzanilla S.B.,2015,Resto Asia,19
Méntrida,2015,Resto Asia,11
Mondéjar,2015,Resto Asia,0
Monterrei,2015,Resto Asia,5
Montilla-Moriles,2015,Resto Asia,35
Montsant,2015,Resto Asia,157
Navarra,2015,Resto Asia,1397
Pago de Arínzano,2015,Resto Asia,3
Pago de Otazu,2015,Resto Asia,0
Pago Florentino,2015,Resto Asia,29
Penedés,2015,Resto Asia,951
Pla de Bages,2015,Resto Asia,8
Pla i Llevant,2015,Resto Asia,0
Prado de Irache,2015,Resto Asia,0
Priorat,2015,Resto Asia,404
Rías Baixas,2015,Resto Asia,225
Ribeira Sacra,2015,Resto Asia,11
Ribeiro,2015,Resto Asia,0
Ribera del Duero,2015,Resto Asia,635
Ribera del Guadiana,2015,Resto Asia,0
Ribera del Júcar,2015,Resto Asia,0
Rioja,2015,Resto Asia,7453
Rueda,2015,Resto Asia,471
Sierra de Salamanca,2015,Resto Asia,0
Sierras de Málaga,2015,Resto Asia,7
Somontano,2015,Resto Asia,55
Tacoronte-Acentejo,2015,Resto Asia,0
Tarragona,2015,Resto Asia,48
Terra Alta,2015,Resto Asia,84
Tierra de León,2015,Resto Asia,0
Tierra del Vino de Zamora,2015,Resto Asia,0
Toro,2015,Resto Asia,0
Uclés,2015,Resto Asia,0
Utiel-Requena,2015,Resto Asia,510
Valdeorras,2015,Resto Asia,7
Valdepeñas,2015,Resto Asia,451
Valencia,2015,Resto Asia,2027
Valle de Güímar,2015,Resto Asia,0
Valle de la Orotava,2015,Resto Asia,0
Valles de Benavente,2015,Resto Asia,0
Valtiendas,2015,Resto Asia,0
Vinos de Madrid,2015,Resto Asia,66
Ycoden-Daute-Isora,2015,Resto Asia,0
Yecla,2015,Resto Asia,1099
Abona,2014,Resto Asia,0
Alella,2014,Resto Asia,3
Alicante,2014,Resto Asia,1266
Almansa,2014,Resto Asia,71
Arlanza,2014,Resto Asia,0
Arribes,2014,Resto Asia,0
Aylés,2014,Resto Asia,0
Bierzo,2014,Resto Asia,60
Binissalem,2014,Resto Asia,0
Bullas,2014,Resto Asia,16
Calatayud,2014,Resto Asia,19
Calzadilla,2014,Resto Asia,0
Campo de Borja,2014,Resto Asia,1711
Campo de la Guardia,2014,Resto Asia,0
Cangas,2014,Resto Asia,0
Cariñena,2014,Resto Asia,3791
Casa del Blanco,2014,Resto Asia,0
Cataluña,2014,Resto Asia,4858
Cava,2014,Resto Asia,11772
Chacolí de Álava,2014,Resto Asia,0
Chacolí de Bizkaia,2014,Resto Asia,6
Chacolí de Getaria,2014,Resto Asia,1
Cigales,2014,Resto Asia,44
Conca de Barberá,2014,Resto Asia,25
Condado de Huelva,2014,Resto Asia,0
Costers del Segre,2014,Resto Asia,182
Dehesa del Carrizal,2014,Resto Asia,0
Dominio de Valdepusa,2014,Resto Asia,30
El Hierro,2014,Resto Asia,0
El Terrerazo,2014,Resto Asia,0
Empordà,2014,Resto Asia,169
Finca Élez,2014,Resto Asia,1
Gran Canaria,2014,Resto Asia,0
Granada,2014,Resto Asia,0
Guijoso,2014,Resto Asia,0
Islas Canarias,2014,Resto Asia,0
Jerez-Xérès-Sherry,2014,Resto Asia,564
Jumilla,2014,Resto Asia,1808
La Gomera,2014,Resto Asia,0
La Mancha,2014,Resto Asia,309
La Palma,2014,Resto Asia,0
Lanzarote,2014,Resto Asia,0
Lebrija,2014,Resto Asia,0
Los Balagueses,2014,Resto Asia,0
Málaga,2014,Resto Asia,0
Manchuela,2014,Resto Asia,113
Manzanilla S.B.,2014,Resto Asia,8
Méntrida,2014,Resto Asia,365
Mondéjar,2014,Resto Asia,0
Monterrei,2014,Resto Asia,0
Montilla-Moriles,2014,Resto Asia,24
Montsant,2014,Resto Asia,202
Navarra,2014,Resto Asia,3148
Pago de Arínzano,2014,Resto Asia,0
Pago de Otazu,2014,Resto Asia,0
Pago Florentino,2014,Resto Asia,12
Penedés,2014,Resto Asia,1025
Pla de Bages,2014,Resto Asia,25
Pla i Llevant,2014,Resto Asia,0
Prado de Irache,2014,Resto Asia,0
Priorat,2014,Resto Asia,330
Rías Baixas,2014,Resto Asia,519
Ribeira Sacra,2014,Resto Asia,109
Ribeiro,2014,Resto Asia,0
Ribera del Duero,2014,Resto Asia,747
Ribera del Guadiana,2014,Resto Asia,0
Ribera del Júcar,2014,Resto Asia,0
Rioja,2014,Resto Asia,6022
Rueda,2014,Resto Asia,523
Sierra de Salamanca,2014,Resto Asia,3
Sierras de Málaga,2014,Resto Asia,0
Somontano,2014,Resto Asia,77
Tacoronte-Acentejo,2014,Resto Asia,0
Tarragona,2014,Resto Asia,34
Terra Alta,2014,Resto Asia,13
Tierra de León,2014,Resto Asia,0
Tierra del Vino de Zamora,2014,Resto Asia,0
Toro,2014,Resto Asia,0
Uclés,2014,Resto Asia,0
Utiel-Requena,2014,Resto Asia,467
Valdeorras,2014,Resto Asia,0
Valdepeñas,2014,Resto Asia,503
Valencia,2014,Resto Asia,1804
Valle de Güímar,2014,Resto Asia,0
Valle de la Orotava,2014,Resto Asia,0
Valles de Benavente,2014,Resto Asia,0
Valtiendas,2014,Resto Asia,0
Vinos de Madrid,2014,Resto Asia,11
Ycoden-Daute-Isora,2014,Resto Asia,0
Yecla,2014,Resto Asia,1015
Abadía Retuerta,2023,Australia,0
Abona,2023,Australia,0
Alella,2023,Australia,0
Alicante,2023,Australia,32
Almansa,2023,Australia,27
Arlanza,2023,Australia,0
Arribes,2023,Australia,0
Aylés,2023,Australia,20
Bierzo,2023,Australia,177
Binissalem,2023,Australia,7
Bolandin,2023,Australia,0
Bullas,2023,Australia,11
Calatayud,2023,Australia,15
Calzadilla,2023,Australia,5
Campo de Borja,2023,Australia,529
Campo de la Guardia,2023,Australia,0
Cangas,2023,Australia,0
Cariñena,2023,Australia,0
Casa del Blanco,2023,Australia,0
Cataluña,2023,Australia,156
Cava,2023,Australia,2918
Cebreros,2023,Australia,0
Chacolí de Álava,2023,Australia,4
Chacolí de Bizkaia,2023,Australia,17
Chacolí de Getaria,2023,Australia,38
Chozas Carrascal,2023,Australia,0
Cigales,2023,Australia,0
Conca de Barberá,2023,Australia,0
Condado de Huelva,2023,Australia,0
Costers del Segre,2023,Australia,79
Dehesa del Carrizal,2023,Australia,5
Dehesa Peñalba,2023,Australia,0
Dominio de Valdepusa,2023,Australia,0
El Hierro,2023,Australia,0
El Terrerazo,2023,Australia,0
Empordà,2023,Australia,0
Finca Élez,2023,Australia,0
Gran Canaria,2023,Australia,0
Granada,2023,Australia,0
Guijoso,2023,Australia,0
Islas Canarias,2023,Australia,7
Jerez-Xérès-Sherry,2023,Australia,1021
Jumilla,2023,Australia,327
La Gomera,2023,Australia,0
La Mancha,2023,Australia,22
La Palma,2023,Australia,14
Lanzarote,2023,Australia,5
Lebrija,2023,Australia,0
León,2023,Australia,0
Los Balagueses,2023,Australia,5
Málaga,2023,Australia,0
Manchuela,2023,Australia,79
Manzanilla S.B.,2023,Australia,84
Méntrida,2023,Australia,0
Mondéjar,2023,Australia,0
Monterrei,2023,Australia,1
Montilla-Moriles,2023,Australia,82
Montsant,2023,Australia,21
Navarra,2023,Australia,99
Pago de Arínzano,2023,Australia,0
Pago de Otazu,2023,Australia,2
Pago El Vicario,2023,Australia,0
Pago Florentino,2023,Australia,0
Pago La Jaraba,2023,Australia,0
Pago Los Cerrillos,2023,Australia,0
Pago Vallegarcía,2023,Australia,0
Penedés,2023,Australia,100
Pla de Bages,2023,Australia,0
Pla i Llevant,2023,Australia,0
Prado de Irache,2023,Australia,0
Priorat,2023,Australia,73
Rías Baixas,2023,Australia,595
Ribeira Sacra,2023,Australia,25
Ribeiro,2023,Australia,24
Ribera del Duero,2023,Australia,413
Ribera del Guadiana,2023,Australia,0
Ribera del Júcar,2023,Australia,0
Rioja,2023,Australia,4826
Rueda,2023,Australia,75
Sierra de Salamanca,2023,Australia,0
Sierras de Málaga,2023,Australia,0
Somontano,2023,Australia,48
Tacoronte-Acentejo,2023,Australia,0
Tarragona,2023,Australia,1
Terra Alta,2023,Australia,82
Tierra del Vino de Zamora,2023,Australia,0
Toro,2023,Australia,31
Uclés,2023,Australia,0
Urueña,2023,Australia,0
Utiel-Requena,2023,Australia,2965
Valdeorras,2023,Australia,47
Valdepeñas,2023,Australia,0
Valencia,2023,Australia,390
Valle de Güímar,2023,Australia,0
Valle de la Orotava,2023,Australia,20
Valles de Benavente,2023,Australia,0
Valtiendas,2023,Australia,0
Vera de Estenas,2023,Australia,0
Vinos de Madrid,2023,Australia,39
Ycoden-Daute-Isora,2023,Australia,28
Yecla,2023,Australia,0
Abadía Retuerta,2022,Australia,0
Abona,2022,Australia,0
Alella,2022,Australia,14
Alicante,2022,Australia,51
Almansa,2022,Australia,3
Arlanza,2022,Australia,0
Arribes,2022,Australia,6
Aylés,2022,Australia,10
Bierzo,2022,Australia,104
Binissalem,2022,Australia,0
Bolandin,2022,Australia,0
Bullas,2022,Australia,0
Calatayud,2022,Australia,37
Calzadilla,2022,Australia,0
Campo de Borja,2022,Australia,769
Campo de la Guardia,2022,Australia,0
Cangas,2022,Australia,0
Cariñena,2022,Australia,50
Casa del Blanco,2022,Australia,0
Cataluña,2022,Australia,104
Cava,2022,Australia,4956
Cebreros,2022,Australia,0
Chacolí de Álava,2022,Australia,55
Chacolí de Bizkaia,2022,Australia,17
Chacolí de Getaria,2022,Australia,30
Chozas Carrascal,2022,Australia,0
Cigales,2022,Australia,0
Conca de Barberá,2022,Australia,4
Condado de Huelva,2022,Australia,0
Costers del Segre,2022,Australia,9
Dehesa del Carrizal,2022,Australia,0
Dehesa Peñalba,2022,Australia,0
Dominio de Valdepusa,2022,Australia,0
El Hierro,2022,Australia,0
El Terrerazo,2022,Australia,0
Empordà,2022,Australia,0
Finca Élez,2022,Australia,0
Gran Canaria,2022,Australia,0
Granada,2022,Australia,0
Guijoso,2022,Australia,0
Islas Canarias,2022,Australia,0
Jerez-Xérès-Sherry,2022,Australia,1043
Jumilla,2022,Australia,240
La Gomera,2022,Australia,0
La Mancha,2022,Australia,51
La Palma,2022,Australia,0
Lanzarote,2022,Australia,4
Lebrija,2022,Australia,0
León,2022,Australia,0
Los Balagueses,2022,Australia,0
Málaga,2022,Australia,0
Manchuela,2022,Australia,111
Manzanilla S.B.,2022,Australia,104
Méntrida,2022,Australia,4
Mondéjar,2022,Australia,0
Monterrei,2022,Australia,6
Montilla-Moriles,2022,Australia,109
Montsant,2022,Australia,69
Navarra,2022,Australia,189
Pago de Arínzano,2022,Australia,0
Pago de Otazu,2022,Australia,0
Pago El Vicario,2022,Australia,0
Pago Florentino,2022,Australia,0
Pago La Jaraba,2022,Australia,0
Pago Los Cerrillos,2022,Australia,0
Pago Vallegarcía,2022,Australia,0
Penedés,2022,Australia,87
Pla de Bages,2022,Australia,0
Pla i Llevant,2022,Australia,0
Prado de Irache,2022,Australia,0
Priorat,2022,Australia,57
Rías Baixas,2022,Australia,910
Ribeira Sacra,2022,Australia,60
Ribeiro,2022,Australia,24
Ribera del Duero,2022,Australia,361
Ribera del Guadiana,2022,Australia,0
Ribera del Júcar,2022,Australia,0
Rioja,2022,Australia,5317
Rueda,2022,Australia,190
Sierra de Salamanca,2022,Australia,0
Sierras de Málaga,2022,Australia,0
Somontano,2022,Australia,28
Tacoronte-Acentejo,2022,Australia,0
Tarragona,2022,Australia,0
Terra Alta,2022,Australia,45
Tierra del Vino de Zamora,2022,Australia,0
Toro,2022,Australia,40
Uclés,2022,Australia,0
Urueña,2022,Australia,0
Utiel-Requena,2022,Australia,5254
Valdeorras,2022,Australia,53
Valdepeñas,2022,Australia,23
Valencia,2022,Australia,706
Valle de Güímar,2022,Australia,0
Valle de la Orotava,2022,Australia,8
Valles de Benavente,2022,Australia,0
Valtiendas,2022,Australia,0
Vera de Estenas,2022,Australia,0
Vinos de Madrid,2022,Australia,26
Ycoden-Daute-Isora,2022,Australia,22
Yecla,2022,Australia,41
Abona,2021,Australia,0
Alella,2021,Australia,14
Alicante,2021,Australia,18
Almansa,2021,Australia,138
Arlanza,2021,Australia,0
Arribes,2021,Australia,9
Aylés,2021,Australia,0
Bierzo,2021,Australia,104
Binissalem,2021,Australia,6
Bullas,2021,Australia,11
Calatayud,2021,Australia,22
Calzadilla,2021,Australia,6
Campo de Borja,2021,Australia,1508
Campo de la Guardia,2021,Australia,0
Cangas,2021,Australia,0
Cariñena,2021,Australia,40
Casa del Blanco,2021,Australia,0
Cataluña,2021,Australia,189
Cava,2021,Australia,5546
Cebreros,2021,Australia,0
Chacolí de Álava,2021,Australia,66
Chacolí de Bizkaia,2021,Australia,17
Chacolí de Getaria,2021,Australia,41
Chozas Carrascal,2021,Australia,0
Cigales,2021,Australia,0
Conca de Barberá,2021,Australia,0
Condado de Huelva,2021,Australia,0
Costers del Segre,2021,Australia,0
Dehesa del Carrizal,2021,Australia,36
Dominio de Valdepusa,2021,Australia,0
El Hierro,2021,Australia,0
El Terrerazo,2021,Australia,1
Empordà,2021,Australia,10
Finca Élez,2021,Australia,0
Gran Canaria,2021,Australia,0
Granada,2021,Australia,0
Guijoso,2021,Australia,0
Islas Canarias,2021,Australia,0
Jerez-Xérès-Sherry,2021,Australia,1481
Jumilla,2021,Australia,412
La Gomera,2021,Australia,0
La Mancha,2021,Australia,98
La Palma,2021,Australia,0
Lanzarote,2021,Australia,6
Lebrija,2021,Australia,0
León,2021,Australia,0
Los Balagueses,2021,Australia,0
Málaga,2021,Australia,0
Manchuela,2021,Australia,652
Manzanilla S.B.,2021,Australia,175
Méntrida,2021,Australia,0
Mondéjar,2021,Australia,0
Monterrei,2021,Australia,0
Montilla-Moriles,2021,Australia,61
Montsant,2021,Australia,51
Navarra,2021,Australia,819
Pago de Arínzano,2021,Australia,0
Pago de Otazu,2021,Australia,0
Pago El Vicario,2021,Australia,0
Pago Florentino,2021,Australia,0
Pago La Jaraba,2021,Australia,0
Pago Los Cerrillos,2021,Australia,0
Pago Vallegarcía,2021,Australia,0
Penedés,2021,Australia,68
Pla de Bages,2021,Australia,0
Pla i Llevant,2021,Australia,0
Prado de Irache,2021,Australia,0
Priorat,2021,Australia,39
Rías Baixas,2021,Australia,967
Ribeira Sacra,2021,Australia,90
Ribeiro,2021,Australia,26
Ribera del Duero,2021,Australia,15
Ribera del Guadiana,2021,Australia,0
Ribera del Júcar,2021,Australia,0
Rioja,2021,Australia,6285
Rueda,2021,Australia,137
Sierra de Salamanca,2021,Australia,0
Sierras de Málaga,2021,Australia,0
Somontano,2021,Australia,20
Tacoronte-Acentejo,2021,Australia,0
Tarragona,2021,Australia,5
Terra Alta,2021,Australia,161
Tierra del Vino de Zamora,2021,Australia,0
Toro,2021,Australia,0
Uclés,2021,Australia,0
Utiel-Requena,2021,Australia,6398
Valdeorras,2021,Australia,43
Valdepeñas,2021,Australia,0
Valencia,2021,Australia,589
Valle de Güímar,2021,Australia,0
Valle de la Orotava,2021,Australia,11
Valles de Benavente,2021,Australia,0
Valtiendas,2021,Australia,0
Vera de Estenas,2021,Australia,0
Vinos de Madrid,2021,Australia,51
Ycoden-Daute-Isora,2021,Australia,0
Yecla,2021,Australia,236
Abona,2020,Australia,0
Alella,2020,Australia,14
Alicante,2020,Australia,118
Almansa,2020,Australia,70
Arlanza,2020,Australia,0
Arribes,2020,Australia,0
Aylés,2020,Australia,0
Bierzo,2020,Australia,57
Binissalem,2020,Australia,0
Bullas,2020,Australia,0
Calatayud,2020,Australia,17
Calzadilla,2020,Australia,0
Campo de Borja,2020,Australia,1262
Campo de la Guardia,2020,Australia,0
Cangas,2020,Australia,0
Cariñena,2020,Australia,33
Casa del Blanco,2020,Australia,0
Cataluña,2020,Australia,210
Cava,2020,Australia,5070
Cebreros,2020,Australia,0
Chacolí de Álava,2020,Australia,2
Chacolí de Bizkaia,2020,Australia,0
Chacolí de Getaria,2020,Australia,5
Cigales,2020,Australia,0
Conca de Barberá,2020,Australia,3
Condado de Huelva,2020,Australia,0
Costers del Segre,2020,Australia,45
Dehesa del Carrizal,2020,Australia,6
Dominio de Valdepusa,2020,Australia,0
El Hierro,2020,Australia,0
El Terrerazo,2020,Australia,0
Empordà,2020,Australia,1
Finca Élez,2020,Australia,0
Gran Canaria,2020,Australia,0
Granada,2020,Australia,0
Guijoso,2020,Australia,0
Islas Canarias,2020,Australia,0
Jerez-Xérès-Sherry,2020,Australia,963
Jumilla,2020,Australia,259
La Gomera,2020,Australia,0
La Mancha,2020,Australia,85
La Palma,2020,Australia,4
Lanzarote,2020,Australia,6
Lebrija,2020,Australia,0
León,2020,Australia,0
Los Balagueses,2020,Australia,0
Málaga,2020,Australia,0
Manchuela,2020,Australia,639
Manzanilla S.B.,2020,Australia,59
Méntrida,2020,Australia,4
Mondéjar,2020,Australia,0
Monterrei,2020,Australia,1
Montilla-Moriles,2020,Australia,82
Montsant,2020,Australia,86
Navarra,2020,Australia,417
Pago de Arínzano,2020,Australia,0
Pago de Otazu,2020,Australia,0
Pago El Vicario,2020,Australia,0
Pago Florentino,2020,Australia,0
Pago La Jaraba,2020,Australia,0
Pago Los Cerrillos,2020,Australia,0
Pago Vallegarcía,2020,Australia,0
Penedés,2020,Australia,35
Pla de Bages,2020,Australia,0
Pla i Llevant,2020,Australia,0
Prado de Irache,2020,Australia,0
Priorat,2020,Australia,38
Rías Baixas,2020,Australia,534
Ribeira Sacra,2020,Australia,15
Ribeiro,2020,Australia,24
Ribera del Duero,2020,Australia,130
Ribera del Guadiana,2020,Australia,0
Ribera del Júcar,2020,Australia,0
Rioja,2020,Australia,5230
Rueda,2020,Australia,207
Sierra de Salamanca,2020,Australia,0
Sierras de Málaga,2020,Australia,0
Somontano,2020,Australia,0
Tacoronte-Acentejo,2020,Australia,0
Tarragona,2020,Australia,0
Terra Alta,2020,Australia,27
Tierra del Vino de Zamora,2020,Australia,0
Toro,2020,Australia,113
Uclés,2020,Australia,0
Utiel-Requena,2020,Australia,8998
Valdeorras,2020,Australia,15
Valdepeñas,2020,Australia,28
Valencia,2020,Australia,625
Valle de Güímar,2020,Australia,0
Valle de la Orotava,2020,Australia,0
Valles de Benavente,2020,Australia,0
Valtiendas,2020,Australia,0
Vinos de Madrid,2020,Australia,55
Ycoden-Daute-Isora,2020,Australia,20
Yecla,2020,Australia,217
Abona,2019,Australia,0
Alella,2019,Australia,14
Alicante,2019,Australia,18
Almansa,2019,Australia,16
Arlanza,2019,Australia,3
Arribes,2019,Australia,0
Aylés,2019,Australia,0
Bierzo,2019,Australia,46
Binissalem,2019,Australia,3
Bullas,2019,Australia,2
Calatayud,2019,Australia,293
Calzadilla,2019,Australia,6
Campo de Borja,2019,Australia,649
Campo de la Guardia,2019,Australia,0
Cangas,2019,Australia,0
Cariñena,2019,Australia,49
Casa del Blanco,2019,Australia,0
Cataluña,2019,Australia,185
Cava,2019,Australia,5014
Cebreros,2019,Australia,5
Chacolí de Álava,2019,Australia,1
Chacolí de Bizkaia,2019,Australia,17
Chacolí de Getaria,2019,Australia,54
Cigales,2019,Australia,0
Conca de Barberá,2019,Australia,8
Condado de Huelva,2019,Australia,0
Costers del Segre,2019,Australia,0
Dehesa del Carrizal,2019,Australia,6
Dominio de Valdepusa,2019,Australia,0
El Hierro,2019,Australia,0
El Terrerazo,2019,Australia,0
Empordà,2019,Australia,50
Finca Élez,2019,Australia,0
Gran Canaria,2019,Australia,0
Granada,2019,Australia,0
Guijoso,2019,Australia,0
Islas Canarias,2019,Australia,0
Jerez-Xérès-Sherry,2019,Australia,851
Jumilla,2019,Australia,146
La Gomera,2019,Australia,0
La Mancha,2019,Australia,76
La Palma,2019,Australia,6
Lanzarote,2019,Australia,0
Lebrija,2019,Australia,0
León,2019,Australia,0
Los Balagueses,2019,Australia,0
Málaga,2019,Australia,0
Manchuela,2019,Australia,87
Manzanilla S.B.,2019,Australia,69
Méntrida,2019,Australia,5
Mondéjar,2019,Australia,0
Monterrei,2019,Australia,0
Montilla-Moriles,2019,Australia,33
Montsant,2019,Australia,38
Navarra,2019,Australia,388
Pago de Arínzano,2019,Australia,0
Pago de Otazu,2019,Australia,0
Pago Florentino,2019,Australia,0
Penedés,2019,Australia,19
Pla de Bages,2019,Australia,0
Pla i Llevant,2019,Australia,0
Prado de Irache,2019,Australia,0
Priorat,2019,Australia,52
Rías Baixas,2019,Australia,678
Ribeira Sacra,2019,Australia,35
Ribeiro,2019,Australia,38
Ribera del Duero,2019,Australia,236
Ribera del Guadiana,2019,Australia,0
Ribera del Júcar,2019,Australia,0
Rioja,2019,Australia,6203
Rueda,2019,Australia,198
Sierra de Salamanca,2019,Australia,6
Sierras de Málaga,2019,Australia,0
Somontano,2019,Australia,0
Tacoronte-Acentejo,2019,Australia,0
Tarragona,2019,Australia,5
Terra Alta,2019,Australia,24
