DOPs,Año,País,Ventas
Tierra del Vino de Zamora,2019,Australia,0
Toro,2019,Australia,0
Uclés,2019,Australia,0
Utiel-Requena,2019,Australia,6381
Valdeorras,2019,Australia,28
Valdepeñas,2019,Australia,12
Valencia,2019,Australia,231
Valle de Güímar,2019,Australia,0
Valle de la Orotava,2019,Australia,27
Valles de Benavente,2019,Australia,0
Valtiendas,2019,Australia,0
Vinos de Madrid,2019,Australia,53
Ycoden-Daute-Isora,2019,Australia,11
Yecla,2019,Australia,81
Abona,2018,Australia,0
Alella,2018,Australia,14
Alicante,2018,Australia,26
Almansa,2018,Australia,132
Arlanza,2018,Australia,3
Arribes,2018,Australia,0
Aylés,2018,Australia,0
Bierzo,2018,Australia,50
Binissalem,2018,Australia,0
Bullas,2018,Australia,12214
Calatayud,2018,Australia,80
Calzadilla,2018,Australia,5
Campo de Borja,2018,Australia,1148
Campo de la Guardia,2018,Australia,0
Cangas,2018,Australia,0
Cariñena,2018,Australia,37
Casa del Blanco,2018,Australia,0
Cataluña,2018,Australia,188
Cava,2018,Australia,5316
Chacolí de Álava,2018,Australia,0
Chacolí de Bizkaia,2018,Australia,11
Chacolí de Getaria,2018,Australia,25
Cigales,2018,Australia,0
Conca de Barberá,2018,Australia,10
Condado de Huelva,2018,Australia,0
Costers del Segre,2018,Australia,0
Dehesa del Carrizal,2018,Australia,10
Dominio de Valdepusa,2018,Australia,0
El Hierro,2018,Australia,0
El Terrerazo,2018,Australia,6
Empordà,2018,Australia,42
Finca Élez,2018,Australia,0
Gran Canaria,2018,Australia,0
Granada,2018,Australia,0
Guijoso,2018,Australia,0
Islas Canarias,2018,Australia,0
Jerez-Xérès-Sherry,2018,Australia,906
Jumilla,2018,Australia,246
La Gomera,2018,Australia,0
La Mancha,2018,Australia,96
La Palma,2018,Australia,4
Lanzarote,2018,Australia,0
Lebrija,2018,Australia,0
Los Balagueses,2018,Australia,0
Málaga,2018,Australia,0
Manchuela,2018,Australia,44
Manzanilla S.B.,2018,Australia,67
Méntrida,2018,Australia,5
Mondéjar,2018,Australia,0
Monterrei,2018,Australia,10
Montilla-Moriles,2018,Australia,116
Montsant,2018,Australia,89
Navarra,2018,Australia,306
Pago de Arínzano,2018,Australia,0
Pago de Otazu,2018,Australia,0
Pago Florentino,2018,Australia,0
Penedés,2018,Australia,67
Pla de Bages,2018,Australia,0
Pla i Llevant,2018,Australia,0
Prado de Irache,2018,Australia,0
Priorat,2018,Australia,56
Rías Baixas,2018,Australia,756
Ribeira Sacra,2018,Australia,70
Ribeiro,2018,Australia,29
Ribera del Duero,2018,Australia,263
Ribera del Guadiana,2018,Australia,0
Ribera del Júcar,2018,Australia,11
Rioja,2018,Australia,5145
Rueda,2018,Australia,209
Sierra de Salamanca,2018,Australia,6
Sierras de Málaga,2018,Australia,0
Somontano,2018,Australia,0
Tacoronte-Acentejo,2018,Australia,0
Tarragona,2018,Australia,0
Terra Alta,2018,Australia,31
Tierra de León,2018,Australia,0
Tierra del Vino de Zamora,2018,Australia,0
Toro,2018,Australia,0
Uclés,2018,Australia,0
Utiel-Requena,2018,Australia,6254
Valdeorras,2018,Australia,46
Valdepeñas,2018,Australia,218
Valencia,2018,Australia,274
Valle de Güímar,2018,Australia,0
Valle de la Orotava,2018,Australia,9
Valles de Benavente,2018,Australia,0
Valtiendas,2018,Australia,0
Vinos de Madrid,2018,Australia,49
Ycoden-Daute-Isora,2018,Australia,7
Yecla,2018,Australia,124
Abona,2017,Australia,0
Alella,2017,Australia,0
Alicante,2017,Australia,78
Almansa,2017,Australia,134
Arlanza,2017,Australia,0
Arribes,2017,Australia,0
Aylés,2017,Australia,0
Bierzo,2017,Australia,40
Binissalem,2017,Australia,0
Bullas,2017,Australia,0
Calatayud,2017,Australia,161
Calzadilla,2017,Australia,9
Campo de Borja,2017,Australia,515
Campo de la Guardia,2017,Australia,0
Cangas,2017,Australia,0
Cariñena,2017,Australia,560
Casa del Blanco,2017,Australia,0
Cataluña,2017,Australia,284
Cava,2017,Australia,4443
Chacolí de Álava,2017,Australia,0
Chacolí de Bizkaia,2017,Australia,8
Chacolí de Getaria,2017,Australia,24
Cigales,2017,Australia,0
Conca de Barberá,2017,Australia,5
Condado de Huelva,2017,Australia,0
Costers del Segre,2017,Australia,0
Dehesa del Carrizal,2017,Australia,19
Dominio de Valdepusa,2017,Australia,0
El Hierro,2017,Australia,0
El Terrerazo,2017,Australia,0
Empordà,2017,Australia,12
Finca Élez,2017,Australia,0
Gran Canaria,2017,Australia,0
Granada,2017,Australia,0
Guijoso,2017,Australia,0
Islas Canarias,2017,Australia,0
Jerez-Xérès-Sherry,2017,Australia,1085
Jumilla,2017,Australia,375
La Gomera,2017,Australia,0
La Mancha,2017,Australia,53
La Palma,2017,Australia,0
Lanzarote,2017,Australia,0
Lebrija,2017,Australia,0
Los Balagueses,2017,Australia,0
Málaga,2017,Australia,0
Manchuela,2017,Australia,41
Manzanilla S.B.,2017,Australia,54
Méntrida,2017,Australia,5
Mondéjar,2017,Australia,0
Monterrei,2017,Australia,14
Montilla-Moriles,2017,Australia,131
Montsant,2017,Australia,120
Navarra,2017,Australia,335
Pago de Arínzano,2017,Australia,0
Pago de Otazu,2017,Australia,0
Pago Florentino,2017,Australia,0
Penedés,2017,Australia,24
Pla de Bages,2017,Australia,0
Pla i Llevant,2017,Australia,0
Prado de Irache,2017,Australia,0
Priorat,2017,Australia,79
Rías Baixas,2017,Australia,534
Ribeira Sacra,2017,Australia,96
Ribeiro,2017,Australia,35
Ribera del Duero,2017,Australia,268
Ribera del Guadiana,2017,Australia,0
Ribera del Júcar,2017,Australia,9
Rioja,2017,Australia,5681
Rueda,2017,Australia,204
Sierra de Salamanca,2017,Australia,3
Sierras de Málaga,2017,Australia,0
Somontano,2017,Australia,0
Tacoronte-Acentejo,2017,Australia,0
Tarragona,2017,Australia,0
Terra Alta,2017,Australia,21
Tierra de León,2017,Australia,0
Tierra del Vino de Zamora,2017,Australia,0
Toro,2017,Australia,0
Uclés,2017,Australia,0
Utiel-Requena,2017,Australia,35
Valdeorras,2017,Australia,69
Valdepeñas,2017,Australia,76
Valencia,2017,Australia,455
Valle de Güímar,2017,Australia,0
Valle de la Orotava,2017,Australia,13
Valles de Benavente,2017,Australia,0
Valtiendas,2017,Australia,0
Vinos de Madrid,2017,Australia,83
Ycoden-Daute-Isora,2017,Australia,3
Yecla,2017,Australia,142
Abona,2016,Australia,0
Alella,2016,Australia,0
Alicante,2016,Australia,17
Almansa,2016,Australia,102
Arlanza,2016,Australia,4
Arribes,2016,Australia,0
Aylés,2016,Australia,0
Bierzo,2016,Australia,59
Binissalem,2016,Australia,0
Bullas,2016,Australia,0
Calatayud,2016,Australia,126
Calzadilla,2016,Australia,14
Campo de Borja,2016,Australia,1628
Campo de la Guardia,2016,Australia,2
Cangas,2016,Australia,0
Cariñena,2016,Australia,354
Casa del Blanco,2016,Australia,0
Cataluña,2016,Australia,371
Cava,2016,Australia,6008
Chacolí de Álava,2016,Australia,0
Chacolí de Bizkaia,2016,Australia,5
Chacolí de Getaria,2016,Australia,27
Cigales,2016,Australia,0
Conca de Barberá,2016,Australia,0
Condado de Huelva,2016,Australia,0
Costers del Segre,2016,Australia,3
Dehesa del Carrizal,2016,Australia,10
Dominio de Valdepusa,2016,Australia,0
El Hierro,2016,Australia,0
El Terrerazo,2016,Australia,2
Empordà,2016,Australia,16
Finca Élez,2016,Australia,0
Gran Canaria,2016,Australia,0
Granada,2016,Australia,0
Guijoso,2016,Australia,0
Islas Canarias,2016,Australia,0
Jerez-Xérès-Sherry,2016,Australia,893
Jumilla,2016,Australia,187
La Gomera,2016,Australia,0
La Mancha,2016,Australia,54
La Palma,2016,Australia,0
Lanzarote,2016,Australia,0
Lebrija,2016,Australia,0
Los Balagueses,2016,Australia,0
Málaga,2016,Australia,5
Manchuela,2016,Australia,25
Manzanilla S.B.,2016,Australia,41
Méntrida,2016,Australia,5
Mondéjar,2016,Australia,0
Monterrei,2016,Australia,9
Montilla-Moriles,2016,Australia,135
Montsant,2016,Australia,109
Navarra,2016,Australia,449
Pago de Arínzano,2016,Australia,0
Pago de Otazu,2016,Australia,0
Pago Florentino,2016,Australia,0
Penedés,2016,Australia,35
Pla de Bages,2016,Australia,0
Pla i Llevant,2016,Australia,0
Prado de Irache,2016,Australia,0
Priorat,2016,Australia,57
Rías Baixas,2016,Australia,585
Ribeira Sacra,2016,Australia,22
Ribeiro,2016,Australia,32
Ribera del Duero,2016,Australia,1041
Ribera del Guadiana,2016,Australia,0
Ribera del Júcar,2016,Australia,0
Rioja,2016,Australia,6386
Rueda,2016,Australia,287
Sierra de Salamanca,2016,Australia,1
Sierras de Málaga,2016,Australia,0
Somontano,2016,Australia,0
Tacoronte-Acentejo,2016,Australia,0
Tarragona,2016,Australia,0
Terra Alta,2016,Australia,16
Tierra de León,2016,Australia,0
Tierra del Vino de Zamora,2016,Australia,0
Toro,2016,Australia,0
Uclés,2016,Australia,0
Utiel-Requena,2016,Australia,16
Valdeorras,2016,Australia,61
Valdepeñas,2016,Australia,26
Valencia,2016,Australia,759
Valle de Güímar,2016,Australia,0
Valle de la Orotava,2016,Australia,15
Valles de Benavente,2016,Australia,0
Valtiendas,2016,Australia,0
Vinos de Madrid,2016,Australia,55
Ycoden-Daute-Isora,2016,Australia,0
Yecla,2016,Australia,254
Abona,2015,Australia,0
Alella,2015,Australia,0
Alicante,2015,Australia,43
Almansa,2015,Australia,120
Arlanza,2015,Australia,6
Arribes,2015,Australia,0
Aylés,2015,Australia,0
Bierzo,2015,Australia,114
Binissalem,2015,Australia,0
Bullas,2015,Australia,0
Calatayud,2015,Australia,18
Calzadilla,2015,Australia,0
Campo de Borja,2015,Australia,937
Campo de la Guardia,2015,Australia,0
Cangas,2015,Australia,0
Cariñena,2015,Australia,834
Casa del Blanco,2015,Australia,0
Cataluña,2015,Australia,234
Cava,2015,Australia,5018
Chacolí de Álava,2015,Australia,0
Chacolí de Bizkaia,2015,Australia,14
Chacolí de Getaria,2015,Australia,25
Cigales,2015,Australia,0
Conca de Barberá,2015,Australia,0
Condado de Huelva,2015,Australia,0
Costers del Segre,2015,Australia,6
Dehesa del Carrizal,2015,Australia,6
Dominio de Valdepusa,2015,Australia,0
El Hierro,2015,Australia,0
El Terrerazo,2015,Australia,0
Empordà,2015,Australia,17
Finca Élez,2015,Australia,0
Gran Canaria,2015,Australia,0
Granada,2015,Australia,0
Guijoso,2015,Australia,0
Islas Canarias,2015,Australia,0
Jerez-Xérès-Sherry,2015,Australia,1232
Jumilla,2015,Australia,196
La Gomera,2015,Australia,0
La Mancha,2015,Australia,2
La Palma,2015,Australia,0
Lanzarote,2015,Australia,0
Lebrija,2015,Australia,0
Los Balagueses,2015,Australia,0
Málaga,2015,Australia,0
Manchuela,2015,Australia,46
Manzanilla S.B.,2015,Australia,49
Méntrida,2015,Australia,5
Mondéjar,2015,Australia,0
Monterrei,2015,Australia,2
Montilla-Moriles,2015,Australia,124
Montsant,2015,Australia,45
Navarra,2015,Australia,389
Pago de Arínzano,2015,Australia,0
Pago de Otazu,2015,Australia,0
Pago Florentino,2015,Australia,0
Penedés,2015,Australia,78
Pla de Bages,2015,Australia,0
Pla i Llevant,2015,Australia,0
Prado de Irache,2015,Australia,0
Priorat,2015,Australia,54
Rías Baixas,2015,Australia,584
Ribeira Sacra,2015,Australia,23
Ribeiro,2015,Australia,32
Ribera del Duero,2015,Australia,1034
Ribera del Guadiana,2015,Australia,0
Ribera del Júcar,2015,Australia,0
Rioja,2015,Australia,6467
Rueda,2015,Australia,345
Sierra de Salamanca,2015,Australia,0
Sierras de Málaga,2015,Australia,0
Somontano,2015,Australia,0
Tacoronte-Acentejo,2015,Australia,0
Tarragona,2015,Australia,0
Terra Alta,2015,Australia,88
Tierra de León,2015,Australia,0
Tierra del Vino de Zamora,2015,Australia,0
Toro,2015,Australia,0
Uclés,2015,Australia,0
Utiel-Requena,2015,Australia,36
Valdeorras,2015,Australia,126
Valdepeñas,2015,Australia,23
Valencia,2015,Australia,670
Valle de Güímar,2015,Australia,0
Valle de la Orotava,2015,Australia,21
Valles de Benavente,2015,Australia,0
Valtiendas,2015,Australia,0
Vinos de Madrid,2015,Australia,46
Ycoden-Daute-Isora,2015,Australia,0
Yecla,2015,Australia,389
Abona,2014,Australia,0
Alella,2014,Australia,14
Alicante,2014,Australia,43
Almansa,2014,Australia,41
Arlanza,2014,Australia,0
Arribes,2014,Australia,2
Aylés,2014,Australia,0
Bierzo,2014,Australia,61
Binissalem,2014,Australia,0
Bullas,2014,Australia,0
Calatayud,2014,Australia,50
Calzadilla,2014,Australia,5
Campo de Borja,2014,Australia,1243
Campo de la Guardia,2014,Australia,0
Cangas,2014,Australia,0
Cariñena,2014,Australia,208
Casa del Blanco,2014,Australia,0
Cataluña,2014,Australia,367
Cava,2014,Australia,5105
Chacolí de Álava,2014,Australia,0
Chacolí de Bizkaia,2014,Australia,0
Chacolí de Getaria,2014,Australia,14
Cigales,2014,Australia,0
Conca de Barberá,2014,Australia,0
Condado de Huelva,2014,Australia,0
Costers del Segre,2014,Australia,25
Dehesa del Carrizal,2014,Australia,9
Dominio de Valdepusa,2014,Australia,0
El Hierro,2014,Australia,0
El Terrerazo,2014,Australia,0
Empordà,2014,Australia,9
Finca Élez,2014,Australia,0
Gran Canaria,2014,Australia,0
Granada,2014,Australia,0
Guijoso,2014,Australia,0
Islas Canarias,2014,Australia,0
Jerez-Xérès-Sherry,2014,Australia,856
Jumilla,2014,Australia,84
La Gomera,2014,Australia,0
La Mancha,2014,Australia,3
La Palma,2014,Australia,0
Lanzarote,2014,Australia,0
Lebrija,2014,Australia,0
Los Balagueses,2014,Australia,0
Málaga,2014,Australia,4
Manchuela,2014,Australia,9
Manzanilla S.B.,2014,Australia,63
Méntrida,2014,Australia,16
Mondéjar,2014,Australia,0
Monterrei,2014,Australia,17
Montilla-Moriles,2014,Australia,94
Montsant,2014,Australia,21
Navarra,2014,Australia,362
Pago de Arínzano,2014,Australia,0
Pago de Otazu,2014,Australia,0
Pago Florentino,2014,Australia,0
Penedés,2014,Australia,41
Pla de Bages,2014,Australia,0
Pla i Llevant,2014,Australia,0
Prado de Irache,2014,Australia,0
Priorat,2014,Australia,94
Rías Baixas,2014,Australia,1016
Ribeira Sacra,2014,Australia,21
Ribeiro,2014,Australia,55
Ribera del Duero,2014,Australia,171
Ribera del Guadiana,2014,Australia,0
Ribera del Júcar,2014,Australia,14
Rioja,2014,Australia,6620
Rueda,2014,Australia,192
Sierra de Salamanca,2014,Australia,0
Sierras de Málaga,2014,Australia,2
Somontano,2014,Australia,0
Tacoronte-Acentejo,2014,Australia,0
Tarragona,2014,Australia,0
Terra Alta,2014,Australia,19
Tierra de León,2014,Australia,0
Tierra del Vino de Zamora,2014,Australia,0
Toro,2014,Australia,0
Uclés,2014,Australia,0
Utiel-Requena,2014,Australia,61
Valdeorras,2014,Australia,49
Valdepeñas,2014,Australia,88
Valencia,2014,Australia,427
Valle de Güímar,2014,Australia,0
Valle de la Orotava,2014,Australia,23
Valles de Benavente,2014,Australia,0
Valtiendas,2014,Australia,0
Vinos de Madrid,2014,Australia,52
Ycoden-Daute-Isora,2014,Australia,0
Yecla,2014,Australia,213
Abadía Retuerta,2023,Resto Oceanía,0
Abona,2023,Resto Oceanía,0
Alella,2023,Resto Oceanía,0
Alicante,2023,Resto Oceanía,7
Almansa,2023,Resto Oceanía,0
Arlanza,2023,Resto Oceanía,0
Arribes,2023,Resto Oceanía,0
Aylés,2023,Resto Oceanía,30
Bierzo,2023,Resto Oceanía,19
Binissalem,2023,Resto Oceanía,0
Bolandin,2023,Resto Oceanía,0
Bullas,2023,Resto Oceanía,0
Calatayud,2023,Resto Oceanía,9
Calzadilla,2023,Resto Oceanía,0
Campo de Borja,2023,Resto Oceanía,236
Campo de la Guardia,2023,Resto Oceanía,0
Cangas,2023,Resto Oceanía,0
Cariñena,2023,Resto Oceanía,6
Casa del Blanco,2023,Resto Oceanía,0
Cataluña,2023,Resto Oceanía,5
Cava,2023,Resto Oceanía,845
Cebreros,2023,Resto Oceanía,0
Chacolí de Álava,2023,Resto Oceanía,0
Chacolí de Bizkaia,2023,Resto Oceanía,0
Chacolí de Getaria,2023,Resto Oceanía,0
Chozas Carrascal,2023,Resto Oceanía,0
Cigales,2023,Resto Oceanía,0
Conca de Barberá,2023,Resto Oceanía,0
Condado de Huelva,2023,Resto Oceanía,0
Costers del Segre,2023,Resto Oceanía,0
Dehesa del Carrizal,2023,Resto Oceanía,0
Dehesa Peñalba,2023,Resto Oceanía,0
Dominio de Valdepusa,2023,Resto Oceanía,0
El Hierro,2023,Resto Oceanía,0
El Terrerazo,2023,Resto Oceanía,0
Empordà,2023,Resto Oceanía,3
Finca Élez,2023,Resto Oceanía,0
Gran Canaria,2023,Resto Oceanía,0
Granada,2023,Resto Oceanía,0
Guijoso,2023,Resto Oceanía,0
Islas Canarias,2023,Resto Oceanía,0
Jerez-Xérès-Sherry,2023,Resto Oceanía,142
Jumilla,2023,Resto Oceanía,94
La Gomera,2023,Resto Oceanía,0
La Mancha,2023,Resto Oceanía,2323
La Palma,2023,Resto Oceanía,0
Lanzarote,2023,Resto Oceanía,0
Lebrija,2023,Resto Oceanía,0
León,2023,Resto Oceanía,0
Los Balagueses,2023,Resto Oceanía,0
Málaga,2023,Resto Oceanía,0
Manchuela,2023,Resto Oceanía,0
Manzanilla S.B.,2023,Resto Oceanía,5
Méntrida,2023,Resto Oceanía,0
Mondéjar,2023,Resto Oceanía,0
Monterrei,2023,Resto Oceanía,2
Montilla-Moriles,2023,Resto Oceanía,2
Montsant,2023,Resto Oceanía,8
Navarra,2023,Resto Oceanía,46
Pago de Arínzano,2023,Resto Oceanía,0
Pago de Otazu,2023,Resto Oceanía,0
Pago El Vicario,2023,Resto Oceanía,0
Pago Florentino,2023,Resto Oceanía,0
Pago La Jaraba,2023,Resto Oceanía,0
Pago Los Cerrillos,2023,Resto Oceanía,0
Pago Vallegarcía,2023,Resto Oceanía,0
Penedés,2023,Resto Oceanía,35
Pla de Bages,2023,Resto Oceanía,0
Pla i Llevant,2023,Resto Oceanía,0
Prado de Irache,2023,Resto Oceanía,0
Priorat,2023,Resto Oceanía,1
Rías Baixas,2023,Resto Oceanía,104
Ribeira Sacra,2023,Resto Oceanía,2
Ribeiro,2023,Resto Oceanía,0
Ribera del Duero,2023,Resto Oceanía,41
Ribera del Guadiana,2023,Resto Oceanía,0
Ribera del Júcar,2023,Resto Oceanía,0
Rioja,2023,Resto Oceanía,775
Rueda,2023,Resto Oceanía,12
Sierra de Salamanca,2023,Resto Oceanía,0
Sierras de Málaga,2023,Resto Oceanía,0
Somontano,2023,Resto Oceanía,23
Tacoronte-Acentejo,2023,Resto Oceanía,0
Tarragona,2023,Resto Oceanía,0
Terra Alta,2023,Resto Oceanía,0
Tierra del Vino de Zamora,2023,Resto Oceanía,0
Toro,2023,Resto Oceanía,0
Uclés,2023,Resto Oceanía,0
Urueña,2023,Resto Oceanía,0
Utiel-Requena,2023,Resto Oceanía,38
Valdeorras,2023,Resto Oceanía,12
Valdepeñas,2023,Resto Oceanía,32
Valencia,2023,Resto Oceanía,284
Valle de Güímar,2023,Resto Oceanía,0
Valle de la Orotava,2023,Resto Oceanía,0
Valles de Benavente,2023,Resto Oceanía,0
Valtiendas,2023,Resto Oceanía,0
Vera de Estenas,2023,Resto Oceanía,0
Vinos de Madrid,2023,Resto Oceanía,0
Ycoden-Daute-Isora,2023,Resto Oceanía,8
Yecla,2023,Resto Oceanía,0
Abadía Retuerta,2022,Resto Oceanía,0
Abona,2022,Resto Oceanía,0
Alella,2022,Resto Oceanía,0
Alicante,2022,Resto Oceanía,0
Almansa,2022,Resto Oceanía,191
Arlanza,2022,Resto Oceanía,0
Arribes,2022,Resto Oceanía,0
Aylés,2022,Resto Oceanía,50
Bierzo,2022,Resto Oceanía,25
Binissalem,2022,Resto Oceanía,0
Bolandin,2022,Resto Oceanía,0
Bullas,2022,Resto Oceanía,0
Calatayud,2022,Resto Oceanía,61
Calzadilla,2022,Resto Oceanía,0
Campo de Borja,2022,Resto Oceanía,332
Campo de la Guardia,2022,Resto Oceanía,0
Cangas,2022,Resto Oceanía,0
Cariñena,2022,Resto Oceanía,157
Casa del Blanco,2022,Resto Oceanía,0
Cataluña,2022,Resto Oceanía,36
Cava,2022,Resto Oceanía,901
Cebreros,2022,Resto Oceanía,0
Chacolí de Álava,2022,Resto Oceanía,0
Chacolí de Bizkaia,2022,Resto Oceanía,0
Chacolí de Getaria,2022,Resto Oceanía,0
Chozas Carrascal,2022,Resto Oceanía,0
Cigales,2022,Resto Oceanía,0
Conca de Barberá,2022,Resto Oceanía,0
Condado de Huelva,2022,Resto Oceanía,0
Costers del Segre,2022,Resto Oceanía,1
Dehesa del Carrizal,2022,Resto Oceanía,0
Dehesa Peñalba,2022,Resto Oceanía,0
Dominio de Valdepusa,2022,Resto Oceanía,0
El Hierro,2022,Resto Oceanía,0
El Terrerazo,2022,Resto Oceanía,0
Empordà,2022,Resto Oceanía,0
Finca Élez,2022,Resto Oceanía,0
Gran Canaria,2022,Resto Oceanía,0
Granada,2022,Resto Oceanía,0
Guijoso,2022,Resto Oceanía,0
Islas Canarias,2022,Resto Oceanía,0
Jerez-Xérès-Sherry,2022,Resto Oceanía,189
Jumilla,2022,Resto Oceanía,59
La Gomera,2022,Resto Oceanía,0
La Mancha,2022,Resto Oceanía,1195
La Palma,2022,Resto Oceanía,0
Lanzarote,2022,Resto Oceanía,0
Lebrija,2022,Resto Oceanía,0
León,2022,Resto Oceanía,0
Los Balagueses,2022,Resto Oceanía,0
Málaga,2022,Resto Oceanía,0
Manchuela,2022,Resto Oceanía,41
Manzanilla S.B.,2022,Resto Oceanía,11
Méntrida,2022,Resto Oceanía,0
Mondéjar,2022,Resto Oceanía,0
Monterrei,2022,Resto Oceanía,2
Montilla-Moriles,2022,Resto Oceanía,5
Montsant,2022,Resto Oceanía,5
