DOPs;Año;Alemania;Austria;Bélgica;Bulgaria;Chipre;Croacia;Dinamarca;Eslovaquia;Eslovenia;Estonia;Finlandia;Francia;Grecia;Holanda;Hungria;Irlanda;Italia;Letonia;Lituania;Luxemburgo;Malta;Polonia;Portugal;Repùblica Checa;Rumania;Suecia;Noruega;Suiza;Reino Unido;Rusia;Resto Europa no E.U.;Argentina;Brasil;Canadá;Colombia;EE.UU.;México;Venezuela;Resto América;Corea;China;India;Japón;Resto Asia;Australia;Resto Oceanía;Resto países;Blanco;Rosado;Tinto;De licor;Espumoso;Deaguja;Otros;€/hl
Campo de Borja;2020;8139;52;1330;1;0;4;1430;3;286;0;34;200;0;2507;87;192;26;29;13;4;1;254;0;28;5;80;40;816;14782;2260;215;0;1622;8451;0;13298;443;0;373;203;8772;267;2544;1297;1262;2361;0;2912;7273;63495;31;0;0;0;271,4298544
Campo de la Guardia;2020;38;0;35;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;9;0;7;0;0;0;0;0;0;0;0;0;0;0;0;264;0;3;0;0;0;0;17;0;345;0;0;0;0;768,121547
Cangas;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;3;0;23;0;0;0;0;800
Cariñena;2020;45713;1;2340;18;0;12;500;0;62;11;12;6105;0;4554;30;113;8;0;23;59;0;4539;0;110;10;6;963;1765;30524;26580;3083;0;1611;23886;138;14434;1834;0;992;1302;14478;0;1982;1591;33;7;0;14725;4860;169839;5;0;0;0;179,0184132
Casa del Blanco;2020;0;0;45;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;60;0;19;0;0;0;0;717,0379747
Cataluña;2020;14421;314;3902;167;172;3;9291;39;6;1302;3250;3547;549;6351;50;592;328;13514;2687;88;93;2242;153;102;112;12814;4788;6067;35796;2205;4403;100;970;5194;168;1480;3941;0;2644;759;2575;61;5239;2725;210;17;1603;73967;3678;79389;0;0;0;0;281,6140899
Cava;2020;223974;7438;191061;259;229;575;14953;2283;1054;7228;24502;73367;242;44218;345;1899;2325;6030;7653;3839;71;14446;2140;1624;287;53979;11875;20603;150550;29093;13465;349;8223;22810;722;135185;2697;461;16096;205;3103;60;76022;14188;5070;736;2579;0;0;0;0;1200113;0;0;281,5848366
Cebreros;2020;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;10;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;41;0;0;0;0;369,047619
Chacolí de Álava;2020;20;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;18;5;0;0;0;10;0;200;0;0;0;0;1;0;0;0;2;0;0;283;0;0;0;0;0;0;350
Chacolí de Bizkaia;2020;26;0;19;0;0;0;7;0;0;0;9;2;0;51;0;0;2;0;5;0;2;0;8;2;0;0;25;28;39;29;4;0;0;1;0;169;0;0;0;0;0;0;30;5;0;0;0;457;0;6;0;0;0;0;788,1576674
Chacolí de Getaria;2020;61;1;13;0;14;0;0;0;0;15;18;405;0;42;4;19;3;0;0;0;0;2;0;7;0;42;271;0;0;6;187;0;0;34;0;2679;17;0;35;0;0;0;344;26;5;0;0;2661;1516;21;0;52;0;0;661,1764706
Cigales;2020;498;7;1480;5;0;0;166;3;0;14;52;17;0;344;0;81;0;51;118;198;1;18;2;5;0;54;6;1160;29;0;149;0;3;37;0;490;88;2;10;36;325;0;0;9;0;0;1;20;657;4782;0;0;0;0;402,5455212
Conca de Barberá;2020;55;0;61;0;0;0;34;0;0;8;0;24;5;44;0;20;4;11;2;0;7;53;0;8;40;10;31;53;59;0;30;0;3;172;0;171;18;0;3;1;66;0;37;30;3;0;238;450;84;767;0;0;0;0;602,7048424
Condado de Huelva;2020;3;0;5;0;0;0;0;0;0;0;0;236;0;3;0;0;3;0;0;0;0;0;0;0;0;0;37;5;513;0;0;0;0;0;0;3;0;0;0;0;0;0;40;0;0;0;0;557;0;9;282;0;0;0;135,1509434
Costers del Segre;2020;265;20;685;4;0;0;148;0;0;118;1508;73;0;502;2;55;0;9;12;0;0;59;0;52;0;765;48;470;230;63;38;0;10;54;10;1258;6;0;205;43;529;0;850;347;45;9;340;3042;348;5442;0;0;0;0;471,4344429
Dehesa del Carrizal;2020;26;3;19;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;2;0;5;0;0;9;50;48;0;11;17;6;0;0;17;0;309;0;0;0;0;875,3374233
Dominio de Valdepusa;2020;114;0;0;0;0;0;16;0;0;2;0;0;0;0;0;2;0;7;0;5;0;4;0;0;0;9;0;8;2;8;0;0;0;8;0;8;11;0;13;5;0;0;14;0;0;0;0;0;0;236;0;0;0;0;940,9322034
El Hierro;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Terrerazo;2020;15;18;24;0;0;0;0;0;0;0;0;0;0;14;0;0;0;2;0;0;0;7;0;0;0;0;2;9;5;0;0;0;0;2;20;159;7;0;4;0;0;0;14;0;0;0;0;0;0;302;0;0;0;0;622,5430464
Empordà;2020;337;4;222;0;0;0;36;5;0;6;108;83;0;241;1;6;0;6;0;1;0;74;0;20;0;280;108;453;82;43;78;0;0;194;7;198;30;0;104;105;147;0;45;96;1;4;0;436;155;2487;30;17;0;0;650,77504
Finca Élez;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;40,5
Gran Canaria;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;674,5866667
Granada;2020;38;0;4;0;0;0;412;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;13;6;4;0;0;0;15;18;0;0;0;0;0;0;0;0;0;0;0;0;0;82;20;415;0;5;0;0;687,1091954
Guijoso;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;1;0;0;0;0;0;5;0;0;0;0;0;6;24;0;0;0;0;0;0;3;0;39;0;0;0;0;784,8809524
Islas Canarias;2020;9;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6;9;0;0;0;0;8;0;41;0;0;0;0;0;0;0;0;0;0;0;68;1;43;0;0;0;0;1075,357143
Jerez-Xérès-Sherry;2020;16384;562;7196;9;7;16;1507;9;6;33;1013;7223;81;38354;7;591;215;466;438;35;27;124;331;28;17;1429;331;992;80623;99;595;8;59;3013;314;9663;336;0;808;37;189;2;1083;272;963;147;13;0;0;0;175655;0;0;0;300
Jumilla;2020;16770;197;2853;25;31;3;1846;62;0;192;649;986;0;3386;42;873;193;2214;4066;29;263;6399;5;516;121;868;824;10224;13923;5364;567;0;1184;9767;85;24038;214;94;717;1637;13137;168;3704;1494;259;55;10356;5210;3518;131620;38;0;0;14;225
La Gomera;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La Mancha;2020;38703;299;1569;9;40;301;1038;844;3;198;219;2178;113;10106;5;797;560;11251;7192;38;54;7035;0;821;248;1226;226;9002;9007;5059;7270;0;2663;4219;67;7089;3756;71;3179;1749;39424;0;12249;9711;85;451;1422;46163;10332;145027;0;24;0;0;211
La Palma;2020;8;0;3;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;4;8;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;12;0;34;0;0;0;0;2521,73913
Lanzarote;2020;8;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;19;0;132;0;0;2;0;0;0;9;0;6;0;0;85;57;44;0;5;0;1;900
Lebrija;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
León;2020;3;2;10;0;0;0;0;0;0;0;0;0;0;3;29;0;0;0;0;0;0;0;0;0;0;0;0;4;11;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;44;5;18;0;0;0;0;390
Los Balagueses;2020;10;0;4;0;0;0;5;0;0;0;0;0;0;12;0;0;0;0;2;0;0;10;0;0;0;0;0;0;28;0;0;0;0;0;0;64;0;0;0;0;21;0;5;0;0;0;0;10;0;152;0;0;0;0;7,277777778
Málaga;2020;539;137;0;0;0;0;0;0;0;0;0;3613;0;0;0;0;0;0;0;0;0;32;0;1;0;3;0;0;8;0;0;0;0;0;0;68;0;0;5;0;1;0;9;0;0;0;0;0;0;0;4416;0;0;0;574,2300725
Manchuela;2020;835;34;76;0;0;0;66;17;0;0;13;15;0;355;33;30;0;0;0;0;0;41;20;46;0;61;0;65;337;186;0;0;47;1207;4;281;44;14;314;13;1352;0;735;30;639;50;0;1349;211;5400;0;0;0;0;300
Manzanilla S.B.;2020;214;16;325;0;0;0;25;0;0;1;21;94;2;485;0;14;3;27;43;0;0;3;2;0;0;130;36;26;1788;4;21;15;14;34;0;617;45;0;3;0;25;0;297;41;59;4;1;0;0;0;4435;0;0;0;300
Méntrida;2020;74;0;14;0;0;0;39;0;0;0;13;1;0;21;0;11;0;4;0;0;0;5;0;0;0;31;132;68;10;46;0;0;0;67;0;134;5;0;4;6;101;0;2;18;4;0;0;22;14;774;0;0;0;0;276,2790123
Mondéjar;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Monterrei;2020;480;0;300;3;0;0;15;0;0;7;90;4;0;144;0;104;0;5;0;0;0;8;0;3;0;70;148;25;371;32;5;0;0;0;27;94;0;0;3;0;0;0;24;27;1;0;0;1911;0;79;0;0;0;0;474
Montilla-Moriles;2020;295;86;35;5;0;0;311;6;0;0;2;51;0;4339;1;22;86;1;180;1;1;17;1;2285;3;49;0;40;93;2;108;0;0;209;0;192;1;9;10;16;26;5;245;19;82;2;1102;6955;0;0;2983;0;0;0;313,2830549
Montsant;2020;2203;148;574;1;0;0;189;0;0;18;7;322;1;306;2;19;1;45;40;14;0;119;1;7;8;874;11;578;218;167;112;0;52;1004;4;3055;26;0;121;49;274;0;461;389;86;16;0;749;485;10233;55;0;0;0;347,4045305
Navarra;2020;16294;265;1586;125;0;0;1342;10;28;40;1647;3094;10;8112;1;1124;9;1104;475;40;18;1868;2;341;526;734;3129;5225;9211;919;944;0;1799;4681;110;5223;526;172;698;38;20427;0;1359;493;417;88;56;11495;13078;69692;45;0;0;0;246
Pago de Arínzano;2020;0;0;0;0;2;0;0;0;0;0;0;5;0;0;0;0;1;13;14;0;0;0;0;0;0;0;0;2503;0;0;0;0;54;26;0;63;0;0;0;0;0;0;0;0;0;0;0;137;2;2542;0;0;0;0;108,8854905
Pago de Otazu;2020;0;0;12;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;2;0;0;1;0;0;6;5;1;0;8;0;0;0;0;0;0;20;0;31;0;0;0;0;3350,372549
Pago El Vicario;2020;24;0;17;0;0;0;5;0;0;0;11;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;53;0;0;0;0;17;0;10;0;0;0;0;109;46;0;0;0;0;0;433,3354839
Pago Florentino;2020;19;0;5;0;0;0;7;0;0;0;0;8;0;2;0;0;0;0;0;0;0;6;0;2;0;0;0;23;1;5;0;0;1;0;0;23;0;0;50;0;7;0;12;11;0;0;0;0;0;182;0;0;0;0;887,489011
Pago La Jaraba;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pago Los Cerrillos;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pago Vallegarcía;2020;11;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;14;0;23;0;0;0;0;1270,864865
Penedés;2020;4207;44;1136;6;7;6;623;10;2;152;661;452;11;1047;10;281;23;247;268;45;4;282;20;94;9;5727;574;393;526;145;1071;0;2467;4825;139;2131;340;1;410;261;656;11;562;689;35;16;935;9695;3449;15501;0;2914;1;0;931,6032953
Pla de Bages;2020;41;0;2;0;0;0;19;0;0;8;5;0;0;66;0;4;0;0;0;0;0;8;0;3;0;0;0;10;2;6;24;0;10;1;13;29;34;0;7;0;35;0;27;6;0;0;0;116;9;235;0;0;0;0;678,5472222
Pla i Llevant;2020;516;0;2;0;0;0;9;0;0;0;0;1;0;2;0;0;0;0;0;4;0;0;0;1;0;9;2;333;3;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;243;296;350;0;0;0;0;692,056243
Prado de Irache;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Priorat;2020;1336;92;371;0;0;0;359;4;0;10;33;120;5;265;7;60;7;97;29;32;5;45;0;9;1;487;57;1584;1056;327;126;3;34;257;0;1595;78;0;111;52;195;0;81;182;38;7;11;320;14;8833;1;0;0;0;1141,000873
Rías Baixas;2020;4368;72;1546;38;2;0;1129;9;3;76;186;395;135;2764;12;3548;68;178;8;33;5;729;46;55;7;2284;1549;1256;21131;2038;360;2;115;3295;281;22529;2189;105;6611;304;497;0;946;420;534;60;628;82546;0;0;0;0;0;0;553,5892593
Ribeira Sacra;2020;95;0;54;0;0;0;35;1;0;0;2;19;0;14;1;32;14;1;0;0;0;1;2;3;0;36;143;172;72;107;39;0;0;146;0;340;16;3;1;0;124;0;7;15;15;0;0;262;43;1205;0;0;0;0;2167,94702
Ribeiro;2020;2158;0;733;1;0;0;84;0;0;6;0;53;0;104;0;15;1;1;0;0;0;24;0;3;6;0;8;85;207;0;32;0;5;46;3;285;63;0;13;0;38;0;241;6;24;0;0;3994;0;251;0;0;0;0;656
Ribera del Duero;2020;10564;292;1846;11;17;8;4657;28;3;93;193;2628;7;5443;12;972;203;593;711;173;37;700;80;447;45;1762;212;14561;4004;6;479;4;114;3216;227;5932;5715;30;1928;302;3035;2;327;717;130;16;517;0;0;72999;0;0;0;0;1040,84745
Ribera del Guadiana;2020;613;5;137;0;0;0;42;1;0;0;0;8;0;339;0;19;0;686;0;0;0;0;0;35;0;0;0;99;6;0;0;0;133;11;0;36;17;0;3;0;15774;0;14;82;0;0;0;615;0;17445;0;0;0;0;184,1445183
Ribera del Júcar;2020;234;0;17;0;0;0;29;3;0;0;0;18;0;0;0;0;0;416;1635;0;0;5;0;0;0;0;0;2;15;0;179;0;434;87;0;240;0;0;0;39;1429;0;74;23;0;0;0;101;9;4769;0;0;0;0;297,266653
Rioja;2020;126413;6428;26299;236;252;91;8533;849;134;1500;4701;12604;160;41110;140;35943;462;12567;4538;1407;172;11459;293;1428;156;28850;14097;48131;328100;34802;8382;32;3593;36434;3286;107868;18483;264;15510;2677;21820;210;5317;8169;5230;420;1450;78557;45214;867229;0;0;0;0;478,0333491
Rueda;2020;21210;205;4284;18;32;12;650;34;6;100;183;1066;2;33738;21;914;38;328;104;71;44;731;38;127;74;1478;604;6053;3971;5447;671;0;255;1326;1724;5014;1010;32;2610;81;558;0;1030;574;207;13;149;95340;384;867;9;237;0;0;280
Sierra de Salamanca;2020;85;0;0;0;0;0;12;0;0;0;0;5;2;2;0;0;0;0;0;0;0;4;1;2;0;12;5;2;3;0;0;0;0;2;0;33;0;0;0;0;14;0;5;0;0;0;0;3;1;185;0;0;0;0;1068,275132
Sierras de Málaga;2020;31;0;9;0;0;0;25;0;0;0;3;0;0;16;0;0;2;0;0;10;0;5;0;1;0;4;3;57;4;0;32;0;0;3;0;78;0;0;0;0;16;0;5;2;0;0;0;157;3;146;0;0;0;0;1000
Somontano;2020;3497;161;8073;13;0;0;795;0;0;30;30;275;12;3346;0;183;0;0;25;13;12;192;32;7;344;540;27;544;1272;1889;17;0;0;94;346;285;1060;0;128;99;1086;7;166;173;0;0;0;8357;4683;11733;0;0;0;0;350
Tacoronte-Acentejo;2020;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;1691,428571
Tarragona;2020;230;3;68;0;0;0;18;0;0;18;0;8;0;475;259;12;0;29;8;3;0;50;111;16;127;1;47;12;21;43;6;0;96;5;0;27;0;0;8;0;173;0;46;80;0;0;0;527;82;1231;7;153;0;0;103,6595
Terra Alta;2020;2227;9;464;0;0;0;384;0;0;24;52;392;0;2852;1442;13;27;254;21;1;0;20;0;4;373;171;70;254;364;55;50;0;1117;226;57;1681;18;0;7;1;144;0;302;55;27;0;0;2708;345;10101;4;0;0;0;276,0426357
Tierra del Vino de Zamora;2020;25;0;3;0;0;0;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0;25;0;0;0;6;0;5;23;18;0;0;21;9;0;28;0;0;0;0;16;0;4;0;0;0;0;65;0;125;0;0;0;0;610,7631579
Toro;2020;7217;195;1293;7;0;0;841;45;497;18;254;2104;0;494;17;235;5;1880;22;9;0;343;2;145;0;683;0;3550;635;1497;231;0;219;4520;0;7656;1520;0;504;207;6446;0;1645;868;113;0;338;0;0;46255;0;0;0;0;480
Uclés;2020;1768;98;239;0;0;0;375;1;0;0;0;306;0;1653;0;17;0;0;34;0;0;371;0;0;0;0;0;456;812;0;44;0;0;22;337;90;0;240;0;51;2524;0;1731;38;0;0;113;1852;1498;7970;0;0;0;0;178,069788
Utiel-Requena;2020;8463;4;9097;23;0;0;1152;11;1;76;953;8560;0;16168;14;5522;7;733;500;0;0;3977;0;244;0;2056;5715;1115;50821;6948;548;0;7704;6179;779;3133;616;0;628;121;6723;0;3027;314;8998;171;576;14845;20212;126620;0;0;0;0;307,6499378
Valdeorras;2020;93;0;58;0;0;0;28;0;0;0;2;20;0;90;0;28;4;0;0;0;4;5;0;0;0;29;23;40;222;0;7;2;0;71;0;280;3;0;5;0;6;0;51;2;15;4;0;892;0;200;0;0;0;0;666,6666667
Valdepeñas;2020;41718;1480;475;51;0;0;4572;1142;0;548;2451;271;0;11152;0;719;220;349;1195;91;0;3975;3;4253;39;5332;50;12708;17991;11936;5387;0;2776;7842;35;4476;2437;16;3270;65;6353;0;11062;450;28;13;512;17735;9997;139711;0;0;0;0;233,3437946
Valencia;2020;32197;677;9929;87;4;152;11499;27;56;3828;5834;2514;113;10966;177;311;2651;9576;2594;50;55;7068;287;986;754;7523;9022;1992;16431;39161;5436;0;984;16502;953;11663;1812;338;342;1544;15829;0;7084;2340;625;101;1201;62941;18944;148526;8590;3841;433;0;218,9626965
Valle de Güímar;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;14;0;8;0;0;0;0;885,8181818
Valle de la Orotava;2020;27;5;14;0;0;0;5;3;0;0;4;10;0;8;0;14;4;4;0;3;0;9;0;0;4;116;10;5;21;0;0;0;0;60;0;133;0;0;0;0;11;0;9;6;0;0;0;110;41;334;0;0;0;0;996,6886598
Valles de Benavente;2020;273;0;19;0;0;0;0;0;0;0;0;0;0;33;5;0;0;0;0;0;0;0;0;0;0;0;0;40;19;0;0;0;0;0;0;0;0;0;0;0;182;0;0;0;0;0;0;37;314;220;0;0;0;0;230,4553415
Valtiendas;2020;7;0;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;11;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;844,4444444
Vinos de Madrid;2020;294;16;41;0;0;0;55;2;0;0;0;38;0;74;0;17;22;0;0;1;1;7;8;18;0;71;48;175;95;5;12;0;31;155;11;1817;36;10;22;5;272;0;114;13;55;0;1;335;143;3064;0;0;0;0;492,3023715
Ycoden-Daute-Isora;2020;17;11;4;0;0;0;1;0;0;0;0;3;1;9;0;7;0;0;0;2;0;0;0;0;0;13;16;2;21;8;5;2;4;44;0;26;0;0;2;0;4;0;8;2;20;2;1;126;3;106;0;0;0;0;1078,042553
Yecla;2020;6798;13;642;0;0;0;4646;0;0;38;483;1009;0;2225;0;176;3;2568;3311;28;17;366;0;39;0;587;376;2310;3705;531;284;0;539;3297;0;2715;52;349;118;532;2457;0;1907;1273;217;157;0;3289;2450;38004;25;0;0;0;260,015308
Abona;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alella;2019;84;0;272;0;9;26;0;0;0;0;0;3;5;25;0;0;12;5;3;0;0;0;0;0;0;3;0;74;38;0;108;0;0;1;16;41;1;0;126;0;39;0;27;3;14;0;0;611;21;118;0;0;0;0;264,402139
Alicante;2019;9003;72;1715;13;0;0;731;6;0;47;688;2675;0;1114;11;45;1282;73;680;105;11;2063;0;68;0;138;8;455;858;330;67;0;198;1036;0;2844;71;0;93;118;2917;0;623;981;18;0;2870;4692;956;27643;88;644;0;4;0
Almansa;2019;3131;22;705;8;0;3;285;0;0;111;724;172;0;1198;1;10;92;0;42;10;0;329;1;4;41;45;57;743;589;291;210;0;65;12218;0;2146;79;0;51;269;6279;0;1164;1921;16;142;231;643;42;26596;6124;0;0;0;292,5235743
Arlanza;2019;7;0;5;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;10;0;0;0;0;0;11;9;0;0;0;3;4;0;10;5;0;0;0;9;0;7;0;3;0;0;0;1;86;0;0;0;0;364,2643678
Arribes;2019;3;0;32;1;0;0;34;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;16;0;0;0;2;12;2;0;0;6;0;10;12;4;0;0;0;491;0;9;0;0;0;0;46;4;591;0;0;0;0;300,276131
Aylés;2019;46;16;23;0;0;0;5;4;0;4;0;0;0;0;0;0;0;18;0;0;0;0;0;17;0;0;0;57;10;0;4;0;0;52;0;28;0;0;11;15;11;0;0;1;0;0;0;0;30;292;0;0;0;0;976,9347826
Bierzo;2019;3311;150;519;0;6;0;532;0;3;0;69;304;9;815;206;28;10;0;0;15;0;157;2;267;0;70;42;579;1043;384;26;0;1281;1071;0;3561;156;3;140;0;1359;0;391;289;46;16;0;1527;1526;13807;0;0;0;0;419,9396797
Binissalem;2019;440;0;1;0;0;0;14;0;0;0;5;3;0;14;0;0;0;0;0;5;0;0;0;1;0;8;0;449;13;0;0;0;0;0;0;5;0;0;0;0;0;0;5;0;3;0;0;72;54;840;0;0;0;0;1013,331263
Bullas;2019;94;0;422;0;0;0;1231;0;0;0;0;176;0;11;0;10;0;0;24;0;0;162;0;5;0;0;9;234;619;795;0;0;84;8;0;300;11;0;0;2;210;0;312;50;2;0;0;667;292;3812;0;0;0;0;175,1027038
Calatayud;2019;4273;5;1212;0;0;0;130;63;0;138;560;5641;13;835;0;3219;0;423;318;76;0;219;0;249;240;972;16596;472;1162;1411;0;0;1272;3486;1;12428;0;0;0;462;1354;15;694;0;293;0;32;891;476;56897;0;0;0;0;271,8838906
Calzadilla;2019;41;0;14;0;0;0;0;0;0;0;0;1;0;15;0;0;0;0;0;0;0;0;0;4;0;0;0;27;8;0;0;0;0;9;0;11;0;0;0;0;0;0;2;0;6;0;0;0;0;138;0;0;0;0;1086,956522
Campo de Borja;2019;8082;12;2027;0;4;0;1922;5;0;173;95;294;0;2733;116;166;54;27;12;6;2;447;0;75;2;200;117;758;17462;2029;198;0;723;8574;0;13160;881;0;375;171;15708;264;2054;8040;649;463;403;3677;10461;74337;8;0;0;0;245,4356882
Campo de la Guardia;2019;68;0;28;0;0;0;1;0;0;0;4;1;0;22;0;0;0;0;0;0;0;0;2;0;0;0;0;20;19;0;0;0;0;0;0;5;0;0;0;0;268;0;5;0;0;0;0;23;0;420;0;0;0;0;480,1467269
Cangas;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;16;0;0;0;0;971
Cariñena;2019;44153;30;3330;0;0;3;673;25;0;24;76;7747;0;4586;21;734;13;369;575;77;0;6275;0;150;77;1165;1176;1715;35918;22643;2908;0;792;19941;191;22680;962;0;1499;621;20842;0;1907;3558;49;127;259;25196;4491;178201;3;0;0;0;178,9937612
Casa del Blanco;2019;3;0;64;0;0;0;5;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;8;0;0;0;0;89;0;33;0;0;0;0;651,0245902
Cataluña;2019;17193;369;3777;256;163;11;13986;36;6;2016;5076;3088;830;11442;153;364;702;7480;3914;171;163;3078;171;116;71;13491;5160;6447;37325;960;3963;151;795;5973;2;3655;5038;0;4404;791;4437;136;7785;3975;185;102;3608;83976;6893;92146;0;0;0;0;271,7406934
Cava;2019;230037;7498;206776;308;277;622;14733;245;1053;7082;23950;76477;508;39430;558;1739;2205;4564;9547;3939;77;14838;2938;3353;250;42944;13737;20212;155936;19077;9567;479;8201;22379;1332;153719;4220;301;18853;4448;2688;671;74991;10008;5014;826;2985;0;0;0;0;1225592;0;0;298,2011999
Cebreros;2019;7;0;0;0;0;0;221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;5;0;0;0;0;9;0;0;27;0;0;0;0;0;0;0;0;5;0;0;1;281;0;0;0;0;0;436,2943262
Chacolí de Álava;2019;6;0;2;0;0;0;0;0;0;0;4;16;0;0;0;0;0;0;0;0;0;0;0;1;0;3;4;0;12;8;0;2;3;10;2;328;5;1;0;0;1;0;3;0;1;0;0;412;0;0;0;0;0;0;590
Chacolí de Bizkaia;2019;13;0;12;0;0;0;10;0;0;0;17;3;0;62;0;0;1;0;0;0;0;0;0;0;0;11;5;14;38;0;5;0;4;10;0;180;6;0;0;0;0;0;52;6;17;1;0;433;0;34;0;0;0;0;794,5310493
Chacolí de Getaria;2019;62;0;5;0;0;0;2;0;0;18;61;173;0;37;9;20;5;0;0;0;0;3;0;3;0;84;318;0;216;45;0;0;0;16;0;2806;23;0;23;0;0;0;177;5;54;0;1;2522;1516;53;0;75;0;0;628,9006241
