DOPs;Año;Alemania;Austria;Bélgica;Bulgaria;Chipre;Croacia;Dinamarca;Eslovaquia;Eslovenia;Estonia;Finlandia;Francia;Grecia;Holanda;Hungria;Irlanda;Italia;Letonia;Lituania;Luxemburgo;Malta;Polonia;Portugal;Repùblica Checa;Rumania;Suecia;Noruega;Suiza;Reino Unido;Rusia;Resto Europa no E.U.;Argentina;Brasil;Canadá;Colombia;EE.UU.;México;Venezuela;Resto América;Corea;China;India;Japón;Resto Asia;Australia;Resto Oceanía;Resto países;Blanco;Rosado;Tinto;De licor;Espumoso;Deaguja;Otros;€/hl
Sierra de Salamanca;2016;23;0;2;0;0;0;5;0;0;0;0;14;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;5;0;0;135;0;0;0;0;20;0;4;0;1;0;0;0;0;223;0;0;0;0;663,0269058
Sierras de Málaga;2016;0;0;0;0;0;0;3;0;0;0;6;81;0;6;0;12;0;0;0;0;0;46;0;2;2;0;1;12;31;0;98;0;0;0;0;47;0;0;18;0;0;0;6;8;0;4;0;183;9;191;0;0;0;0;667,5274151
Somontano;2016;7622;26;6161;0;0;0;1303;0;1;40;57;661;0;5792;19;206;0;90;167;11;0;192;0;23;9;1165;109;728;1364;635;381;0;0;111;155;572;1033;0;230;65;1019;17;204;159;0;0;4189;9713;6631;18172;0;0;0;0;349,9479951
Tacoronte-Acentejo;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;1469,1
Tarragona;2016;171;0;201;63;0;0;72;90;0;12;0;981;0;353;5;336;27;0;16;1;0;209;0;0;99;0;10;31;384;0;0;0;0;4;0;10;11;0;14;0;1054;0;205;46;0;0;1;708;86;2847;703;62;0;0;0
Terra Alta;2016;1121;21;317;0;0;0;153;0;0;0;62;164;0;5545;0;6;7;240;66;0;0;56;0;3;0;20;11;317;706;0;60;0;0;44;19;1316;12;0;9;7;446;0;294;413;16;0;0;1616;141;9687;7;0;0;0;290,7993188
Tierra de León;2016;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;9;0;0;0;0;5;9;22;0;0;0;0;466,6666667
Tierra del Vino de Zamora;2016;25;0;2;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;15;14;0;0;28;7;0;61;0;0;0;0;12;0;3;0;0;0;0;48;0;127;0;0;0;0;941,9885714
Toro;2016;3738;948;948;0;0;0;684;0;0;0;158;790;0;1106;0;158;211;0;0;105;0;316;211;0;0;105;129;2445;1053;0;2574;0;129;167;0;4891;0;0;0;0;4762;0;347;0;0;0;0;0;0;23401;0;0;0;0;399,9829067
Uclés;2016;1728;45;473;0;0;24;941;0;0;0;0;108;0;7749;0;180;0;2;21;0;0;479;3;0;10;14;0;106;971;0;0;0;7;11;30;102;0;529;0;39;25;28;36;0;0;0;0;1758;729;11174;0;0;0;0;264,9298002
Utiel-Requena;2016;14605;6;15083;2;1;0;1058;5;0;305;1864;55834;0;6456;50;2386;13;694;818;0;6;1789;1;277;9;1818;8656;7389;6933;7358;95;0;5089;4819;18;4476;715;0;223;150;14739;0;1901;683;16;81;261;12346;21272;133064;0;0;0;0;299,3528035
Valdeorras;2016;178;3;147;2;0;0;86;0;0;2;21;225;0;267;0;39;10;0;4;1;0;6;0;2;0;29;40;75;794;24;1;0;4;134;0;1240;13;0;59;0;19;14;133;0;61;8;0;2782;0;859;0;0;0;0;599,5023345
Valdepeñas;2016;37080;2016;4556;70;0;0;7249;1151;45;2265;3106;4682;5;17336;335;1219;374;367;2063;283;0;2786;3;19608;0;1995;30;13157;32567;12478;2353;0;2147;7418;47;1578;3203;0;2668;697;25553;0;19554;1101;26;74;514;28576;9158;196025;0;0;0;0;208,6798369
Valencia;2016;67021;1169;23303;1;67;169;12068;47;47;6815;8647;30114;0;15450;239;365;11933;6352;2808;132;296;6113;33;2074;84;23177;12700;3293;36950;19532;1671;0;1445;11710;796;11177;2767;0;2091;2138;35459;0;21300;3107;759;133;2649;91284;18801;248356;10144;2452;1792;15372;0
Valle de Güímar;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Valle de la Orotava;2016;49;19;10;0;0;0;9;2;0;0;0;4;0;15;0;5;2;0;0;0;0;1;0;0;0;7;125;7;43;0;14;0;0;10;0;69;0;0;13;0;29;0;5;0;15;0;0;140;9;304;0;0;0;0;801,593819
Valles de Benavente;2016;209;0;11;0;0;0;3;0;0;0;0;0;0;31;0;2;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;11;0;0;0;0;302;0;74;0;0;0;0;14;247;412;0;0;0;0;269,0728083
Valtiendas;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vinos de Madrid;2016;647;7;129;0;0;0;115;0;0;0;0;19;0;78;0;8;8;0;0;2;0;0;3;5;0;74;28;298;64;4;0;0;0;59;15;3707;27;0;0;0;535;0;39;0;55;0;0;536;233;5157;0;0;0;0;356,0464057
Ycoden-Daute-Isora;2016;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;2;0;40;4;0;7;0;0;0;0;0;0;5;0;27;2;47;0;0;0;0;860,7894737
Yecla;2016;7670;84;2466;0;0;0;18614;14;0;0;0;524;0;914;3;142;0;13;131;42;0;1563;4;13;0;207;324;1475;3649;50;60;0;88;5859;0;7252;0;1866;20;434;3540;29;3352;1165;254;255;18;2661;1168;58213;52;0;0;0;204,5833092
Abona;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alella;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alicante;2015;6801;7;1054;0;0;0;906;0;0;60;1075;1559;0;877;0;5;148;657;880;99;43;757;2;17;0;982;17;961;448;122;372;0;32;533;0;3810;92;0;112;40;4961;0;1061;622;43;10;1618;3634;797;25527;74;735;0;16;0
Almansa;2015;7873;27;263;0;0;0;218;0;0;906;3253;146;0;598;0;0;1641;0;229;0;0;60;0;0;6;256;0;767;318;1;79;0;41;7461;0;2638;14;0;33;23;1258;0;2248;38;120;17;0;1365;76;29091;0;0;0;0;245,0675685
Arlanza;2015;19;0;11;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;1;0;5;0;1;0;0;0;15;1;0;0;0;0;34;90;14;0;0;0;0;27;0;0;0;6;0;0;2;8;226;0;0;0;0;380,9152542
Arribes;2015;0;0;12;0;0;0;8;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;34;0;0;0;0;0;0;10;1;0;0;0;735;0;16;0;0;0;0;45;1;840;0;0;0;0;299,962754
Aylés;2015;41;0;31;0;0;0;26;0;0;0;0;0;0;8;0;0;0;0;0;0;0;2;0;18;0;0;0;71;9;0;6;0;0;20;3;0;1;0;0;0;0;0;0;11;0;0;0;0;23;224;0;0;0;0;568,8704453
Bierzo;2015;3471;118;384;0;4;0;823;2;0;3;47;96;4;730;118;31;10;6;40;0;0;98;1;247;0;106;166;378;1005;150;35;0;122;1183;0;2774;120;0;135;0;682;0;399;178;114;10;0;629;193;12968;0;0;0;0;450
Binissalem;2015;1716;3;1;0;0;0;8;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;3;0;203;0;522;170;0;3;0;0;0;0;14;0;0;3;0;5;0;16;0;0;0;0;419;340;1915;0;1;0;0;605,6351402
Bullas;2015;318;0;41;0;0;0;2;0;0;0;0;334;0;77;0;22;0;0;0;0;0;203;0;0;0;0;0;465;118;334;0;0;0;0;0;738;0;0;0;53;38;0;699;101;0;0;34;262;222;3093;0;0;0;0;299,9426894
Calatayud;2015;2508;17;948;0;145;0;647;0;6;195;600;3911;0;1692;0;1356;15;0;0;22;0;40;0;3;0;15;3103;306;1371;416;0;0;679;5545;2;17383;118;10;0;61;830;0;1230;2;18;69;0;1493;524;41246;0;0;0;0;227,6823151
Calzadilla;2015;0;0;6;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;1;0;0;0;0;22;76;0;0;0;0;0;11;0;21;0;0;0;0;0;0;5;0;0;0;0;0;0;148;0;0;0;0;1060,810811
Campo de Borja;2015;5011;0;1624;0;0;0;1474;54;0;50;0;343;0;3572;14;410;6;34;10;0;0;280;0;38;21;497;12;1238;21106;1177;102;0;230;9747;0;16271;195;475;146;93;9027;135;3472;1658;937;545;101;3332;11484;65282;7;0;0;0;253,4006741
Campo de la Guardia;2015;10;0;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;6;0;1;0;0;0;0;0;0;0;12;0;0;0;0;159;0;6;0;0;0;0;23;0;198;0;0;0;0;724,9457014
Cangas;2015;0;0;1;0;0;0;0;0;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;4;0;0;0;0;711,6666667
Cariñena;2015;42878;881;7281;74;10;0;1588;26;0;133;198;4008;17;9505;88;1025;26;577;134;132;0;10895;6;210;196;2217;705;2801;85389;11864;281;0;664;19695;187;31079;289;0;3691;1036;15900;24;3768;3963;834;311;478;16068;4995;244001;0;0;0;0;175,8260458
Casa del Blanco;2015;4;2;21;0;0;0;0;0;0;0;0;0;0;33;1;5;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;44;0;16;0;0;0;0;53;0;76;0;0;0;0;398,9147287
Cataluña;2015;25680;427;4740;517;50;13;11646;86;0;2479;5667;4452;530;24800;22;8323;626;1324;8676;90;180;1656;328;393;144;11395;6340;7194;38414;423;9939;0;949;6519;188;7803;8100;53;6635;1366;8257;312;5475;3645;234;139;13650;100592;17681;121599;0;0;7;0;305,0593382
Cava;2015;220773;4598;213261;183;138;892;11462;330;1195;5297;21524;50335;512;19609;400;975;2880;1605;5760;3010;71;4828;3274;1857;665;22742;11144;20411;215682;5217;7238;3066;9657;17259;1058;145148;4214;1359;19968;1894;4795;25;58029;11765;5018;781;2090;0;0;0;0;1143994;0;0;301,6733313
Chacolí de Álava;2015;68;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;5;2;0;1;0;20;1;350;0;0;0;0;0;0;10;0;0;0;1;478;0;0;0;0;0;0;300,2384937
Chacolí de Bizkaia;2015;9;0;11;0;0;0;5;0;0;0;0;4;0;24;0;0;1;0;0;0;0;4;0;1;0;0;3;0;46;0;0;0;5;4;0;318;2;0;1;0;0;0;33;14;14;1;0;470;0;30;0;0;0;0;794,9
Chacolí de Getaria;2015;12;0;15;0;0;0;4;0;0;0;9;321;0;53;5;10;11;0;0;0;0;0;0;0;0;41;13;0;141;5;10;0;0;5;22;1518;24;0;0;0;12;0;164;6;25;0;0;1753;618;0;0;54;0;1;577,0816158
Cigales;2015;693;22;1429;6;0;0;103;5;0;10;199;0;0;293;4;31;0;10;9;257;0;53;0;2;0;66;28;1413;312;0;63;0;10;50;0;326;161;23;38;0;384;0;148;146;0;0;2;0;506;5790;0;0;0;0;532,9928526
Conca de Barberá;2015;75;5;65;0;0;0;50;0;0;0;2;20;1;48;0;1;1;0;114;2;0;30;0;0;0;8;17;67;435;0;15;0;2;148;0;361;79;0;7;16;72;1;61;17;0;3;52;416;58;1270;0;0;31;0;756,5357746
Condado de Huelva;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;0;0;0;499;0;0;0;0;0;0;111,2965932
Costers del Segre;2015;601;10;492;12;0;4;776;16;0;316;3195;33;0;1038;5;55;36;33;1;0;396;52;0;10;3;159;197;746;590;34;172;0;59;2222;8;395;6;0;33;31;256;4;144;384;6;1;46;3532;516;8408;0;121;0;0;410,4691898
Dehesa del Carrizal;2015;60;5;10;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;34;9;0;0;0;0;0;0;0;8;14;0;0;0;0;0;29;0;6;0;0;48;0;141;0;0;0;0;805,989418
Dominio de Valdepusa;2015;93;0;19;0;0;0;132;5;0;7;0;4;0;1;0;0;0;0;3;20;0;4;0;6;0;0;0;92;0;11;4;0;0;21;1;156;22;0;24;0;5;0;23;6;0;0;0;0;0;659;0;0;0;0;1056,880121
El Hierro;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Terrerazo;2015;31;23;25;0;0;0;3;0;0;0;15;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;35;25;8;0;2;0;0;2;0;176;0;0;7;0;25;0;8;1;0;5;0;0;0;396;0;0;0;0;910,1237374
Empordà;2015;631;17;299;0;0;3;151;3;0;140;139;284;0;220;0;39;1;0;7;0;0;101;0;20;0;6;90;567;191;0;47;0;29;416;19;963;2;0;236;116;84;0;77;128;17;3;0;730;306;3964;44;2;0;0;0
Finca Élez;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;4;0;0;0;0;17;0;28;0;0;0;0;529,8
Gran Canaria;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Granada;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guijoso;2015;20;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;25;0;20;0;0;0;0;300
Islas Canarias;2015;10;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;9;0;0;0;0;10;0;66;0;0;0;0;0;0;0;0;0;0;0;48;1;55;0;0;0;0;1093,759615
Jerez-Xérès-Sherry;2015;29302;636;6678;5;46;0;1784;28;0;30;1512;3779;35;63179;45;2029;262;34;135;42;28;465;46;175;62;2690;479;881;97773;411;326;19;59;3263;365;14306;337;57;519;60;336;4;1165;583;1232;286;31;0;0;0;235519;0;0;0;299,9983441
Jumilla;2015;10545;19;2652;11;0;28;1329;0;14;42;111;1737;0;2308;11;567;823;164;3506;44;16;1123;0;2030;17;390;337;14006;22989;1299;1123;0;399;4985;184;14932;167;0;730;621;9172;0;4847;1958;196;76;2362;7359;625;99824;62;0;0;0;200,7746269
La Gomera;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La Mancha;2015;46297;606;1793;55;28;169;396;55;9;39;57;1922;141;9552;85;301;510;1595;5711;11;158;1735;13;1726;45;1343;127;2909;9115;1160;672;0;1145;1414;81;7374;3218;5;2653;175;26329;0;6583;3639;2;76;8651;31007;7220;111420;0;33;0;0;205,2834046
La Palma;2015;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;6;1;16;0;0;0;0;567,1304348
Lanzarote;2015;88;0;0;0;0;0;0;0;0;0;0;5;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;222;8;13;0;0;0;0;918,6584362
Lebrija;2015;9;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;309,0909091
Los Balagueses;2015;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1110
Málaga;2015;555;214;158;0;0;0;8;0;0;1;103;3754;0;4;23;2;15;0;0;0;0;778;0;4;5;12;0;0;33;0;287;0;0;4;0;53;4;0;4;0;6;0;1;5;0;22;0;0;0;0;6055;0;0;0;614,6275805
Manchuela;2015;721;14;113;0;0;0;47;0;0;0;0;266;0;121;40;11;0;0;0;0;0;39;0;0;2;31;1;42;110;0;0;0;114;20;0;454;3;0;7;34;2219;0;820;89;46;0;0;974;550;3840;0;0;0;0;399,7762864
Manzanilla S.B.;2015;305;12;284;0;0;0;19;1;0;1;87;251;2;801;1;11;2;1;11;1;0;2;5;3;0;138;30;63;3086;67;23;8;2;49;14;514;29;0;6;0;20;0;391;19;49;12;1;0;0;0;6321;0;0;0;299,8941623
Méntrida;2015;430;0;59;0;0;0;51;3;0;0;0;49;0;3;0;10;0;0;0;0;0;4;0;0;0;17;6;39;35;14;0;0;54;34;0;58;1;0;9;4;218;0;109;11;5;11;0;0;0;1234;0;0;0;0;504,1604538
Mondéjar;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Monterrei;2015;1132;0;82;0;0;0;142;0;0;0;0;41;0;529;0;81;0;0;0;24;0;9;0;5;0;110;0;18;663;0;88;0;0;0;1;203;0;0;29;0;0;0;56;5;2;0;0;3083;0;137;0;0;0;0;473,6745342
Montilla-Moriles;2015;556;114;802;0;0;0;255;0;0;0;0;184;0;5972;0;1;84;1;120;3;0;12;1;3060;2;82;0;162;3339;0;203;0;0;392;0;317;0;0;1176;9;76;0;84;35;124;6;1;11993;0;0;5180;0;0;0;260,0819892
Montsant;2015;2286;88;576;0;0;2;443;0;0;11;26;109;0;595;0;22;5;3;26;26;0;65;0;7;18;450;150;638;371;78;209;0;150;803;4;3720;211;0;116;33;207;0;777;157;45;0;0;637;657;11079;54;0;0;0;0
Navarra;2015;24767;1023;4519;93;0;47;2514;357;117;163;1375;3451;34;14391;291;1158;1228;151;137;125;7;2078;1;811;245;353;3957;11081;22341;1548;628;11;325;2424;0;8105;1597;438;724;174;22446;0;2019;1397;389;137;208;13240;22981;103096;68;0;0;0;220,0021523
Pago de Arínzano;2015;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;113;0;3;2;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;140;0;0;0;0;1331,878571
Pago de Otazu;2015;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;1;1;4;0;0;2;9;0;3;15;3;0;0;13;0;0;0;0;0;0;17;0;45;0;0;0;0;1056,612903
Pago Florentino;2015;27;0;4;0;0;0;10;0;0;0;0;0;0;2;0;0;0;0;0;2;0;3;0;0;0;0;0;25;1;0;1;0;6;0;0;30;0;0;1;22;31;0;28;29;0;0;0;0;0;222;0;0;0;0;1243,256757
Penedés;2015;7476;67;1693;11;1;9;1119;6;0;235;1621;581;183;1525;7;221;47;297;1231;91;3;463;21;123;4;3489;714;939;811;180;893;0;980;3065;353;2392;644;0;1922;248;2622;49;1681;951;78;45;1219;12573;2775;21763;0;3123;76;0;760,2181841
Pla de Bages;2015;178;0;47;0;0;0;14;0;0;28;12;115;0;66;0;3;18;0;2;0;0;14;0;12;0;8;4;95;33;27;10;0;34;11;0;116;32;0;3;0;200;0;6;8;0;0;23;228;44;847;0;0;0;0;600,3100983
Pla i Llevant;2015;690;8;5;0;0;0;26;0;0;0;0;3;0;11;0;0;0;0;0;5;0;7;0;1;0;24;0;112;5;0;10;0;0;0;0;5;0;0;1;0;0;0;35;0;0;0;1;243;148;558;0;0;0;0;807,3477345
Prado de Irache;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Priorat;2015;2055;187;803;0;12;0;944;1;0;27;152;1081;4;378;6;44;31;9;21;50;1;100;1;7;0;817;150;2239;1192;212;90;4;111;574;7;3846;246;4;141;36;499;1;211;404;54;12;10;393;27;16345;0;0;0;9;1007,818648
Rías Baixas;2015;4394;49;686;24;0;0;360;3;2;35;205;298;6;2306;24;1216;117;18;15;22;0;409;20;28;1;834;891;1133;8596;157;463;5;132;618;169;19924;1908;38;3993;0;220;0;1126;225;584;41;2;51297;0;0;0;0;0;0;515,1325224
Ribeira Sacra;2015;66;2;44;0;0;0;7;0;0;0;0;43;0;12;0;2;4;0;0;0;0;8;1;0;0;35;211;119;102;0;2;0;0;0;0;877;18;0;38;0;50;0;26;11;23;0;0;416;0;1285;0;0;0;0;1330,707231
Ribeiro;2015;3739;0;1546;90;0;0;181;0;0;0;0;13;0;195;0;35;1;0;0;0;0;17;0;0;0;0;22;130;252;0;43;0;0;69;13;417;52;0;36;0;0;0;363;0;32;0;0;7159;0;87;0;0;0;0;1499,859233
Ribera del Duero;2015;20431;470;2005;119;6;6;5213;85;24;246;425;2541;113;3824;65;977;85;190;319;265;15;942;299;370;84;1178;466;14090;3637;267;315;0;600;2766;192;6897;6578;361;1625;190;2924;4;514;635;1034;11;609;0;0;84012;0;0;0;0;846,4496024
Ribera del Guadiana;2015;169;11;86;0;0;0;16;0;0;0;79;67;472;113;0;8;0;0;0;0;0;0;0;3;0;17;0;46;35;21;0;0;28;125;0;56;0;0;21;0;160;0;25;0;0;0;147;189;207;1309;0;0;0;0;375,11261
Ribera del Júcar;2015;243;0;25;0;0;0;12;0;0;0;5;0;0;24;0;0;0;0;0;0;0;0;0;0;0;5;0;115;23;173;0;0;250;53;0;275;0;0;0;0;290;0;33;0;0;0;0;103;0;1423;0;0;0;0;347,9357798
Rioja;2015;185619;8944;31076;126;164;38;12551;351;90;1250;4036;14296;241;35917;183;24517;1013;2587;4134;1475;164;10364;155;1489;139;29492;14762;67537;364662;21875;6473;13;4204;26513;2427;98722;27817;461;15495;1805;25256;111;6497;7453;6467;720;1876;49956;50258;971343;0;0;0;0;425,7650951
Rueda;2015;15960;394;5892;33;207;19;1188;80;2;284;267;1121;2;22905;34;1222;53;100;55;101;62;627;45;237;118;1328;265;6271;7395;1445;567;4;273;1542;588;8247;1488;56;1608;43;1067;7;1760;471;345;3;86;84061;726;891;0;189;0;0;250
Sierra de Salamanca;2015;16;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;28;12;0;0;0;0;0;202;0;0;0;0;0;0;0;0;0;0;0;0;0;276;0;0;0;0;1078,173913
Sierras de Málaga;2015;70;5;139;0;0;0;34;0;0;1;0;1;0;2;0;6;0;0;0;0;0;0;0;0;0;5;20;151;7;0;14;0;0;2;0;257;0;0;5;0;0;0;0;7;0;0;0;309;21;396;0;0;0;0;797,3856749
Somontano;2015;4495;26;2626;6;0;0;960;23;1;6;4;235;111;3112;941;381;62;4;116;33;4;177;18;2;2;457;142;760;243;2212;3574;0;52;343;132;427;1262;0;34;3;999;33;319;55;0;5;197;6318;4215;14061;0;0;0;0;349,9059527
Tacoronte-Acentejo;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tarragona;2015;216;0;251;0;0;0;130;56;0;0;0;352;161;286;0;79;123;0;78;5;0;196;0;106;0;0;0;109;332;0;3;0;0;0;5;103;29;0;14;0;2220;0;275;48;0;0;0;630;124;3765;604;54;0;0;0
Terra Alta;2015;790;21;668;0;0;0;145;0;0;0;70;75;0;3249;0;27;705;327;12;3;0;25;0;3;0;127;79;474;317;0;440;0;9;113;14;1019;63;0;1;0;235;0;832;84;88;0;0;2150;361;7490;14;0;0;0;284,6213679
Tierra de León;2015;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;1;0;25;130;0;0;0;0;0;2;0;0;0;0;33;14;122;0;0;0;0;667
Tierra del Vino de Zamora;2015;37;0;4;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;15;14;0;0;46;10;0;87;0;0;0;0;7;0;4;0;0;0;0;67;5;161;0;0;0;0;1000,497854
Toro;2015;3855;977;977;0;0;0;706;0;0;0;163;815;0;1140;0;163;217;0;0;109;0;326;217;0;0;109;133;2522;1086;0;0;0;133;173;0;5044;0;0;0;0;4911;0;358;0;0;0;0;0;0;24134;0;0;0;0;428,5714345
Uclés;2015;1515;34;393;0;0;0;854;0;0;0;0;86;0;7413;0;147;0;5;0;0;0;129;0;4;0;0;0;131;988;35;0;0;200;11;0;93;0;12;0;19;193;0;79;0;0;0;0;1384;655;10302;0;0;0;0;265,7396483
Utiel-Requena;2015;13744;1;13703;11;2;0;955;56;0;524;1753;41577;0;6493;45;1652;200;446;1079;0;0;1472;0;363;80;677;8242;5740;6429;6268;214;0;3389;6878;64;4071;648;0;142;460;3940;0;1886;510;36;102;513;9286;16874;108205;0;0;0;0;296,5207532
Valdeorras;2015;258;0;193;2;84;0;0;0;0;0;8;14;0;350;0;34;9;0;0;0;0;11;0;0;5;57;7;234;789;23;4;0;9;172;0;1593;4;0;62;0;9;0;198;7;126;11;0;3111;0;1162;0;0;0;0;530
Valdepeñas;2015;37436;1980;3420;146;0;329;4998;777;31;3519;3306;4087;210;9274;478;2519;109;2298;5868;175;0;4209;3;9950;46;2663;29;12129;46775;4937;1176;0;1964;5000;0;1088;3094;0;1798;690;17808;0;24560;451;23;35;789;33170;11114;175893;0;0;0;0;204,9732306
Valencia;2015;67547;1267;24152;52;19;19;13108;119;14;4427;8150;24721;0;11674;234;836;533;11396;4290;19;130;5588;360;2099;500;19749;11428;4342;37940;6807;4167;0;714;7558;838;10484;2408;0;650;1537;28968;0;13793;2027;670;365;2894;73973;19161;216967;13261;3993;2119;9119;0
Valle de Güímar;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
